5270 5270
1 4101 3268
2 4022 24
3 2477 2810
4 1096 4655
5 2034 839
6 3547 766
7 1793 1289
8 585 213
9 3782 3382
10 1444 5116
11 4634 547
12 2634 3067
13 1926 4797
14 3251 3115
15 3938 3806
16 326 4637
17 3649 5081
18 1569 1370
19 5115 4814
20 113 2495
21 3029 2307
22 3347 3746
23 1740 2329
24 175 2512
25 3908 3002
26 5127 2207
27 5067 1376
28 2877 483
29 1522 560
30 3792 4413
31 4325 4978
32 4767 3681
33 3029 5027
34 2909 1136
35 3281 3675
36 1414 1415
37 4489 3359
38 1872 4344
39 5218 5244
40 2556 3495
41 3097 164
42 1518 2877
43 3158 3759
44 675 3173
45 2966 3996
46 5114 2985
47 534 2371
48 2578 422
49 2109 6
50 1689 2729
51 3865 2724
52 219 566
53 1817 2396
54 2040 4300
55 1213 4979
56 2905 2442
57 2303 1345
58 4108 3704
59 3388 152
60 2327 4079
61 1024 1432
62 1904 3704
63 4920 1712
64 1738 198
65 632 3101
66 4216 1164
67 4816 4622
68 1541 3643
69 3804 4140
70 3146 1081
71 1394 1078
72 922 2034
73 1209 1707
74 3303 2260
75 1294 2742
76 1019 3666
77 877 175
78 4483 1903
79 3937 5076
80 3057 56
81 515 945
82 2634 1845
83 3384 1285
84 4372 784
85 1483 2676
86 4310 1398
87 917 3424
88 4946 2401
89 2817 3881
90 4677 1239
91 3405 1961
92 402 996
93 2314 339
94 771 1008
95 4890 357
96 2474 5036
97 3549 476
98 1281 4756
99 1860 2067
100 4659 4775
101 424 2998
102 1031 1271
103 4104 1294
104 339 653
105 4734 5128
106 4232 891
107 888 3854
108 404 3799
109 2024 115
110 1415 1321
111 404 446
112 2271 1344
113 4307 3265
114 2490 1016
115 3665 986
116 2866 2479
117 3098 615
118 323 4136
119 2892 3696
120 4481 742
121 323 4230
122 4894 3609
123 494 274
124 3177 975
125 4140 1715
126 1077 698
127 3954 5197
128 5132 1963
129 211 4835
130 1530 1999
131 1450 2396
132 2833 1114
133 2462 4916
134 1455 443
135 207 3156
136 3060 3599
137 5049 1698
138 4140 4070
139 4831 4635
140 2557 1101
141 982 3606
142 3635 3262
143 1969 2105
144 3125 1515
145 3690 1760
146 2211 819
147 1832 1739
148 2376 1904
149 3035 2969
150 77 4545
151 5164 3687
152 3242 3485
153 2635 709
154 3393 4369
155 3442 2648
156 3318 344
157 1703 3003
158 4077 1301
159 2407 689
160 2704 5115
161 3675 3353
162 2424 3957
163 3632 201
164 391 4200
165 5092 4439
166 2203 2471
167 4632 2210
168 2051 1032
169 2350 3195
170 459 4154
171 4428 3878
172 1918 2390
173 4115 472
174 3633 3907
175 4283 2701
176 4977 4791
177 2955 1190
178 1033 107
179 2001 2886
180 2587 3658
181 4660 1937
182 1984 31
183 3356 1864
184 561 2566
185 4627 2746
186 3505 4071
187 3502 3701
188 483 3105
189 2463 1070
190 4035 1919
191 2942 2803
192 5036 2383
193 4197 3712
194 848 719
195 783 716
196 1087 1624
197 2914 4253
198 1636 2885
199 3089 991
200 2541 1323
201 3826 3865
202 2417 3467
203 273 4391
204 3364 4048
205 729 4487
206 3866 2983
207 4717 3022
208 1342 4280
209 1698 2768
210 5181 4726
211 2445 3192
212 781 2845
213 3199 4273
214 4350 2559
215 3059 4831
216 3441 1032
217 3574 415
218 3863 1542
219 4190 1600
220 175 2613
221 474 924
222 2208 5202
223 583 3564
224 2147 1484
225 1321 4776
226 3654 3347
227 3487 1509
228 536 803
229 3468 2349
230 982 1438
231 4091 314
232 2087 4022
233 4402 3121
234 3325 2612
235 4074 846
236 186 58
237 3607 3180
238 2092 3088
239 4191 4431
240 969 4205
241 1237 713
242 2201 1164
243 861 4294
244 766 5213
245 871 2177
246 2615 1290
247 1044 3490
248 4795 210
249 3741 850
250 3675 1454
251 882 4475
252 2051 5164
253 3197 582
254 3399 3835
255 4442 835
256 4560 1996
257 1113 2539
258 3606 1931
259 678 719
260 665 1015
261 3651 4385
262 3873 1903
263 5035 1565
264 2473 5135
265 1874 4600
266 3018 5060
267 2441 1323
268 3678 785
269 905 2758
270 3065 3950
271 4199 1297
272 3790 646
273 1169 4481
274 4737 538
275 3087 4956
276 5095 597
277 4589 109
278 356 1770
279 604 4447
280 1085 3146
281 3550 2365
282 428 1487
283 1217 1102
284 5195 1819
285 3537 1606
286 2446 3911
287 1977 1301
288 4589 1098
289 1970 4110
290 3435 2265
291 1116 34
292 2358 2112
293 1610 1935
294 3972 2206
295 5041 2586
296 1257 4214
297 1708 148
298 1902 873
299 1813 4612
300 1862 211
301 138 612
302 3396 2897
303 2688 4374
304 1597 124
305 1663 49
306 336 1701
307 4525 4520
308 4061 4136
309 1909 127
310 2403 2553
311 2636 896
312 1035 628
313 1997 878
314 3869 3340
315 4014 4883
316 3996 4142
317 4833 4310
318 1179 2236
319 3449 5125
320 3367 3636
321 1713 3656
322 25 4975
323 4271 1717
324 4100 399
325 1338 2955
326 788 3825
327 4481 3616
328 3667 4357
329 553 3265
330 2109 2915
331 2783 2985
332 4884 1136
333 1 652
334 1420 806
335 4125 3911
336 741 3988
337 2315 3289
338 4615 1107
339 4596 4047
340 2042 394
341 3867 3249
342 1794 3915
343 2187 1271
344 2256 973
345 3923 4096
346 944 4692
347 5223 4590
