4460 4460
1 1937 655
2 3765 1328
3 1104 784
4 3338 4070
5 617 2044
6 1501 3010
7 2684 2908
8 101 3829
9 1327 1612
10 3270 2155
11 3860 3349
12 3128 2270
13 1538 2839
14 2576 330
15 3252 189
16 2680 1277
17 883 722
18 801 1413
19 1293 4181
20 62 534
21 3853 3895
22 1646 4332
23 3793 2935
24 3026 4342
25 926 1142
26 2652 4368
27 3479 925
28 4047 3838
29 2120 2992
30 2297 3009
31 3945 968
32 389 2470
33 1105 3219
34 1804 2333
35 1644 2998
36 3058 3684
37 104 2059
38 128 1119
39 194 112
40 889 2714
41 401 3844
42 3142 337
43 3659 1461
44 178 3219
45 1125 2442
46 1414 2438
47 1628 989
48 1048 4066
49 2404 2011
50 606 3472
51 3643 4243
52 2589 3221
53 3421 1532
54 3531 20
55 4167 291
56 618 100
57 1749 1453
58 678 149
59 2713 189
60 636 1824
61 4241 4148
62 2152 2865
63 2403 1976
64 672 2360
65 51 2998
66 3990 3508
67 1065 3204
68 49 1616
69 845 143
70 4078 2698
71 2435 3797
72 3608 1501
73 3986 2385
74 689 1721
75 524 2921
76 3551 3362
77 2158 3904
78 1663 457
79 562 4217
80 399 773
81 2630 637
82 4198 958
83 2631 4385
84 400 1087
85 98 566
86 2118 2922
87 2498 2144
88 3181 2564
89 1414 1880
90 250 2444
91 2640 3933
92 4429 2372
93 430 3713
94 3490 4422
95 519 925
96 3387 2109
97 3730 1418
98 228 1009
99 3527 754
100 347 142
101 102 1223
102 3027 4403
103 1412 3621
104 2235 1602
105 287 1390
106 287 3647
107 1253 2257
108 1171 1699
109 80 1323
110 3011 4058
111 2256 534
112 261 4279
113 1330 1755
114 2117 1130
115 324 319
116 350 138
117 889 2284
118 1101 2958
119 534 3249
120 1235 2134
121 3692 4119
122 2106 310
123 1776 133
124 2620 842
125 3429 2426
126 2176 150
127 1133 2674
128 4421 3400
129 714 4270
130 4176 4280
131 2814 2464
132 4256 3179
133 1241 2763
134 3036 4347
135 2607 986
136 1305 2973
137 2818 279
138 396 268
139 3636 98
140 3354 234
141 895 3814
142 3690 2069
143 4364 4355
144 1803 2343
145 1275 4421
146 4383 2421
147 2974 1046
148 467 652
149 3968 3422
150 2899 3521
151 1479 2914
152 2864 2315
153 615 1038
154 3793 2098
155 3189 3434
156 155 1422
157 2036 2668
158 357 632
159 4079 1523
160 4214 2185
161 604 2511
162 1280 557
163 1539 3411
164 3069 1170
165 3073 2319
166 2700 2280
167 1123 3392
168 2350 2567
169 4429 112
170 933 2303
171 1092 2802
172 936 2427
173 48 3926
174 2025 1250
175 4446 2065
176 276 473
177 2233 1960
178 172 1621
179 633 913
180 3147 2628
181 1413 3721
182 3833 2086
183 1073 3267
184 4413 3974
185 3512 342
186 3135 4420
187 2484 3175
188 705 2385
189 4350 3813
190 4365 4345
191 367 3881
192 3115 3244
193 3803 567
194 2287 833
195 857 1490
196 1365 3855
197 1591 268
198 707 2324
199 3804 405
200 2350 1887
201 2159 1858
202 3269 2540
203 1877 715
204 2686 1363
205 446 306
206 707 897
207 1700 2070
208 2672 1174
209 4064 3894
210 3781 3172
211 2650 1548
212 1958 334
213 3231 1280
214 1862 497
215 1157 3617
216 2133 1695
217 2866 2269
218 3689 700
219 2728 3716
220 295 546
221 3628 687
222 4333 935
223 3212 1134
224 15 3894
225 3435 4324
226 2926 2811
227 2016 3609
228 904 314
229 2978 1537
230 3025 1135
231 1294 2439
232 2838 797
233 2237 3664
234 4408 2596
235 2324 3109
236 2535 2049
237 2177 1978
238 3884 3311
239 4156 4136
240 4243 2581
241 529 453
242 3021 3865
243 624 3123
244 3757 1327
245 1682 3395
246 2225 690
247 382 3179
248 1288 2170
249 1085 1145
250 182 931
251 889 406
252 1047 1549
253 3692 37
254 2131 2260
255 3623 2604
256 1270 4454
257 3000 185
258 2111 2555
259 1713 293
260 1806 288
261 1678 678
262 971 2831
263 1986 3521
264 2341 802
265 1700 490
266 2810 4362
267 220 3238
268 1695 3393
269 3689 34
270 2416 3327
271 2093 3290
272 150 4286
273 407 1161
274 356 584
275 2355 4355
276 563 1238
277 3679 794
278 2885 1598
279 3501 1261
280 2591 168
281 485 3218
282 814 84
283 3132 1879
284 535 3758
285 3625 1332
286 2821 1063
287 1434 1227
288 2860 3788
289 82 2955
290 32 681
291 2559 4273
292 2920 3140
293 963 1071
294 3423 1158
295 3895 3595
296 843 3312
297 3869 2317
298 1304 3446
299 817 92
300 107 3032
301 426 586
302 2000 1697
303 1991 2209
304 388 1329
305 370 3800
306 1255 2138
307 807 955
308 3693 251
309 1481 2138
310 159 695
311 428 1540
312 3932 832
313 3474 2810
314 1677 2143
315 3511 573
316 3794 3898
317 1239 3762
318 3815 281
319 3947 313
320 3586 669
321 1094 3680
322 64 3722
323 4346 3161
324 2817 3866
325 4197 3277
326 1699 1783
327 669 4246
328 4428 3825
329 4231 2739
330 2809 3104
331 539 3218
332 530 1421
333 1305 3647
334 866 2178
335 3050 1927
336 3213 2223
337 1827 2968
338 809 3862
339 3965 3471
340 3801 2918
341 3548 2613
342 929 2740
343 193 1774
344 17 3390
345 2085 1711
346 504 2080
347 3548 3759
348 3937 3244
349 3174 2337
350 4163 29
351 713 1720
352 3886 4427
353 707 690
354 3944 461
355 766 2317
356 345 1831
357 2821 207
358 1767 1362
359 608 957
360 1065 3752
361 1647 1270
362 4329 2040
363 179 2685
364 1356 2020
365 405 1948
366 3164 1061
367 2831 662
368 3693 2190
369 84 2272
370 3121 2732
371 3244 243
372 1737 3416
373 2140 3509
374 4425 2294
375 3179 2729
376 570 2518
377 1637 1616
378 942 3880
379 394 778
380 3086 68
381 1235 2256
382 2827 1694
383 396 1387
384 1198 3368
385 874 2872
386 3030 3254
387 1895 1186
388 85 3861
389 1562 4253
390 2313 2467
391 1821 1136
392 1296 3050
393 2071 3337
394 2777 3511
395 3531 3579
396 3797 3921
397 634 1509
398 1302 738
399 2081 997
400 1633 640
401 827 952
402 190 3004
403 620 1820
404 4448 471
405 4170 1562
406 1238 2750
407 2122 2164
408 477 3453
409 1534 4314
410 3635 2514
411 2942 3361
412 3275 106
413 3609 1439
414 3318 2483
415 3017 1170
416 3334 3911
417 3637 1183
418 2156 885
419 62 666
420 2247 402
421 2328 955
422 1935 1939
423 2323 1815
424 3560 3130
425 1269 2629
426 979 3308
427 921 430
428 3333 116
429 1897 887
430 3886 413
431 2820 2513
432 1020 1717
433 911 2617
434 577 3018
435 2437 3913
436 950 94
437 349 2334
438 2613 2949
439 319 3756
440 360 869
441 4185 1215
442 399 1966
443 970 3944
444 619 83
445 552 2175
446 136 869
447 947 4382
448 1720 1733
449 2030 2961
450 2965 1435
451 3794 1751
452 1129 4289
453 927 1342
454 2232 801
455 38 1483
456 3470 3948
457 920 113
458 493 1591
459 605 1237
460 2725 3078
461 2825 3188
462 230 3842
463 2701 420
464 1474 551
465 1561 1861
466 3836 1207
467 204 2326
468 1104 3922
469 2233 1199
470 1868 3370
471 3884 804
472 4026 2916
473 72 2845
474 3710 3216
475 1824 695
476 1611 1274
477 3164 835
478 2617 4342
479 2942 2409
480 1258 3252
481 4104 3624
482 2918 2423
483 959 3793
484 4314 4419
485 3728 1237
486 1800 3265
487 538 3178
488 2559 1092
489 2613 4220
490 2598 1525
491 461 3624
492 3276 1338
493 1774 2510
494 489 2858
495 2378 3220
496 4256 1104
497 2543 930
498 506 3282
499 1812 143
500 4393 1672
501 1898 808
