4920 4920
1 162 2708
2 2761 3075
3 487 2394
4 2671 592
5 1329 4146
6 2083 1591
7 3797 4774
8 1820 3231
9 2930 4748
10 1736 2968
11 954 3128
12 1293 270
13 1765 2639
14 463 616
15 1583 3454
16 4243 187
17 2139 2356
18 3123 1685
19 2880 733
20 2258 1095
21 4187 3649
22 267 4506
23 4845 532
24 4541 3093
25 1350 871
26 2730 1477
27 3001 1199
28 4112 3271
29 10 1229
30 4895 810
31 3654 2310
32 2092 1585
33 3810 4516
34 2781 1591
35 2063 1452
36 1590 4147
37 3788 1801
38 3284 2367
39 780 3081
40 4256 2667
41 1986 4198
42 2926 2407
43 2610 3336
44 4191 2457
45 3282 2218
46 3620 2148
47 2697 4130
48 2436 226
49 1238 2820
50 1183 1226
51 2956 1233
52 2675 597
53 2821 1884
54 4471 3678
55 749 1445
56 4207 3769
57 4336 4754
58 1087 3006
59 1566 2635
60 4355 701
61 4565 404
62 751 483
63 4672 4336
64 2882 3310
65 3944 116
66 2896 4822
67 4208 4250
68 4329 3669
69 997 3304
70 708 1488
71 933 504
72 1288 1070
73 4823 1777
74 996 1496
75 1876 1262
76 4428 3570
77 2036 4725
78 2271 818
79 2580 4178
80 1192 1054
81 174 1877
82 4522 4594
83 2922 4265
84 4039 4682
85 4700 4847
86 3738 3005
87 990 2891
88 2388 11
89 1719 2148
90 236 2096
91 4100 2578
92 4386 1225
93 3790 2235
94 2854 1054
95 2732 2655
96 1964 2801
97 4722 3205
98 2859 327
99 4690 957
100 1022 900
101 4155 1423
102 2675 76
103 2471 4068
104 4802 2231
105 65 3860
106 1416 3404
107 4006 4255
108 4453 1281
109 3435 3872
110 714 3418
111 3496 4783
112 3359 816
113 3036 158
114 3076 4292
115 3817 3270
116 3007 2029
117 4521 3754
118 1493 3629
119 3808 3748
120 2732 2131
121 3404 2703
122 848 269
123 2603 3486
124 84 867
125 3020 363
126 764 1268
127 121 145
128 3785 3147
129 3762 1350
130 4045 314
131 2998 4716
132 3111 4130
133 1390 2159
134 2793 970
135 1986 1068
136 3712 3398
137 2464 3687
138 4788 1506
139 1026 37
140 1745 4727
141 1424 4740
142 4868 3796
143 4509 2351
144 226 4105
145 4214 1591
146 3166 4384
147 3481 3150
148 2873 950
149 1946 4534
150 4455 3401
151 804 1082
152 671 2481
153 1238 4603
154 1780 4011
155 2307 2941
156 2042 3868
157 4391 1563
158 330 3067
159 4095 2984
160 3002 699
161 304 3327
162 4630 2279
163 1818 4022
164 732 3687
165 558 3295
166 4559 1946
167 2614 103
168 4889 3444
169 645 2714
170 151 642
171 1439 4223
172 3672 1739
173 4657 4287
174 926 3825
175 4636 1316
176 2904 4048
177 4550 3464
178 4567 623
179 4626 3940
180 3543 1541
181 3185 74
182 4632 1790
183 1729 1940
184 4774 3206
185 205 2734
186 358 84
187 3477 153
188 2891 2907
189 151 1146
190 4199 1853
191 3854 2539
192 4061 3369
193 1802 3201
194 4319 3671
195 2312 2182
196 1979 1265
197 2972 895
198 3156 924
199 4196 4904
200 2166 1287
201 2863 2350
202 4537 3932
203 2189 2861
204 2794 1453
205 3736 1100
206 4646 600
207 2940 1334
208 2681 3661
209 1683 4786
210 2087 1992
211 173 701
212 1720 3947
213 4654 1222
214 2153 4910
215 4775 138
216 3976 1577
217 3665 3450
218 3704 1568
219 3080 4122
220 3383 648
221 2277 971
222 1884 1242
223 3310 67
224 3292 2685
225 2578 3
226 4534 1889
227 575 873
228 334 282
229 1727 911
230 2080 3945
231 1699 4388
232 2510 721
233 2662 802
234 3739 4800
235 1941 56
236 1560 4789
237 821 3552
238 3894 1009
239 3357 2011
240 4078 4241
241 3046 2940
242 422 4243
243 2673 58
244 653 3342
245 4295 4114
246 2112 2391
247 1591 1053
248 3502 4658
249 171 1638
250 4225 1813
251 3052 2542
252 4318 2859
253 4688 4515
254 2527 4800
255 4848 3366
256 1798 1640
257 3495 885
258 1733 2645
259 4264 57
260 644 2529
261 1383 1176
262 4779 664
263 3131 2285
264 1328 3914
265 34 1150
266 1603 3119
267 4229 3206
268 4041 1203
269 2942 3733
270 4590 2053
271 32 4581
272 53 635
273 2933 182
274 4221 1600
275 1702 1996
276 3540 1448
277 3446 4839
278 1391 1923
279 3551 3420
280 2126 4801
281 4594 402
282 4122 3965
283 361 2839
284 1528 3941
285 2928 548
286 3906 4633
287 4211 3854
288 2500 3177
289 545 4879
290 2260 3340
291 1402 3085
292 2885 3158
293 4876 4296
294 4814 465
295 1884 3946
296 671 4816
297 3284 4850
298 2027 480
299 1127 3329
300 2749 1456
301 3997 177
302 4436 2451
303 1819 3731
304 1624 731
305 610 392
306 170 4576
307 3316 4874
308 2215 3377
309 146 4452
310 166 1402
311 2305 2775
312 3498 4151
313 566 4470
314 2297 1375
315 192 4220
316 734 4837
317 757 717
318 2076 4403
319 3688 4410
320 3252 2120
321 4433 2705
322 2569 1420
323 1221 1749
