3310 3310
1 3099 2594
2 2091 503
3 2799 3
4 2556 2841
5 75 3124
6 790 423
7 155 3171
8 2932 2531
9 3131 614
10 1868 2477
11 2480 636
12 3194 915
13 298 2131
14 3113 1660
15 123 1673
16 777 3044
17 2538 2007
18 434 1049
19 1185 2812
20 528 2448
21 399 2330
22 2508 634
23 2129 2518
24 458 730
25 1875 2616
26 2179 1999
27 2872 609
28 106 635
29 2876 365
30 2619 51
31 1807 1925
32 3095 2068
33 849 167
34 2546 1518
35 1871 440
36 261 46
37 913 281
38 3096 1038
39 1520 2713
40 2904 1809
41 1260 668
42 3225 236
43 2698 2311
44 2668 2850
45 1852 74
46 543 612
47 2717 862
48 1062 306
49 1329 10
50 1190 30
51 3141 2919
52 3027 2324
53 2647 3075
54 2714 83
55 1915 1185
56 32 664
57 625 1960
58 232 1506
59 2821 2072
60 1950 2828
61 1745 2179
62 2317 872
63 2239 2898
64 216 260
65 685 1069
66 5 2467
67 1825 822
68 2930 1399
69 38 498
70 808 669
71 1140 2717
72 2895 1121
73 1660 1342
74 3263 1014
75 994 597
76 2374 2772
77 1480 1881
78 1401 3150
79 612 2926
80 1905 123
81 1285 3113
82 591 638
83 898 681
84 479 1625
85 3116 2435
86 3062 2217
87 1522 1903
88 2802 1362
89 126 526
90 3136 3058
91 129 1643
92 3180 1904
93 1004 577
94 1467 2308
95 1917 1861
96 2955 2377
97 2214 2509
98 1849 1069
99 1884 167
100 1920 2380
101 2080 1793
102 542 1319
103 3267 30
104 115 2213
105 2408 795
106 2863 505
107 356 2417
108 1407 2736
109 1290 2877
110 1831 1638
111 2154 1691
112 973 1881
113 604 3144
114 971 2497
115 875 3309
116 46 711
117 2388 2645
118 1146 683
119 818 2429
120 933 2830
121 3005 1358
122 1432 943
123 2664 1195
124 1485 1821
125 1355 1722
126 2092 2600
127 1161 831
128 953 2425
129 1564 2192
130 2051 2162
131 1441 1302
132 2655 614
133 2905 2015
134 1464 853
135 2386 932
136 1542 706
137 752 996
138 427 526
139 297 1950
140 2336 2315
141 910 2197
142 2782 2175
143 2945 1411
144 2716 2155
145 964 43
146 1185 2088
147 1057 1960
148 1112 2755
149 544 479
150 1347 2200
151 1816 1347
152 3304 1928
153 1463 1707
154 1050 1527
155 2578 2769
156 1005 84
157 1021 364
158 2404 2135
159 3104 2324
160 565 1860
161 2317 968
162 1372 488
163 2695 597
164 3113 1177
165 192 2491
166 2575 1937
167 101 2271
168 1077 1654
169 3041 103
170 479 744
171 826 2144
172 1276 3231
173 3113 1786
174 1061 434
175 1403 2865
176 1824 330
177 232 2522
178 588 2676
179 2238 1531
180 1242 1164
181 810 2147
182 1258 414
183 1736 3035
184 1747 2970
185 772 1637
186 2130 3073
187 1120 1617
188 2741 981
189 371 2999
190 1449 2463
191 1777 2070
192 697 1973
193 271 2832
194 404 553
195 1396 548
196 1436 2692
197 2714 1069
198 726 2437
199 164 398
200 2386 1011
201 566 3064
202 1422 2643
203 2451 157
204 468 1748
205 3220 446
206 3240 2846
207 2729 3022
208 103 2578
209 2730 3238
210 1344 409
211 1740 2776
212 2796 2088
213 291 451
214 1949 2046
215 2593 3101
216 1832 2817
217 3064 1046
218 1005 2016
219 3017 2759
220 238 2018
221 605 404
222 1083 994
223 976 2254
224 1749 577
225 2314 2344
226 3219 1074
227 77 504
228 3214 3281
229 2526 2387
230 1206 1378
231 538 1426
232 2681 522
