4250 4250
1 130 927
2 3010 1178
3 2498 1216
4 1005 1120
5 2202 3508
6 3546 1419
7 2816 1320
8 1107 169
9 1525 178
10 627 3924
11 2135 3153
12 3658 2178
13 496 2552
14 1613 1915
15 1865 2896
16 2843 1722
17 4236 3073
18 1501 479
19 4197 804
20 3554 1257
21 3879 3905
22 1819 1516
23 1081 2774
24 268 1562
25 3309 1443
26 4182 3939
27 2513 4127
28 2514 478
29 1590 2832
30 3926 4206
31 1488 3743
32 1372 1403
33 1836 1666
34 476 897
35 3214 159
36 113 1309
37 2387 911
38 286 1096
39 1828 4162
40 2189 3182
41 2359 2157
42 842 3404
43 3945 3176
44 3320 1391
45 3470 1625
46 566 2236
47 1366 147
48 1105 2192
49 68 2822
50 3202 271
51 2826 656
52 3799 3437
53 672 1154
54 3699 3265
55 351 2414
56 687 232
57 2600 3115
58 2577 1887
59 3721 294
60 303 2458
61 4018 2083
62 3142 3919
63 479 1574
64 3085 2558
65 3214 1334
66 603 576
67 3393 908
68 2701 2478
69 607 2402
70 2006 1963
71 1102 746
72 3355 2395
73 724 2285
74 2978 3215
75 2252 2443
76 3929 3081
77 3618 2070
78 637 181
79 926 189
80 203 2150
81 2291 810
82 3474 3793
83 2356 2245
84 466 485
85 3550 1504
86 2010 2653
87 2040 845
88 22 3533
89 856 2201
90 2081 2043
91 1280 1624
92 3761 3159
93 3370 994
94 2459 62
95 99 2950
96 4050 1239
97 547 245
98 3556 1502
99 2741 769
100 1767 3151
101 57 2215
102 2421 2862
103 1779 401
104 3347 2936
105 1800 3802
106 2795 2089
107 3880 2291
108 2581 199
109 3304 922
110 2655 4109
111 1529 1297
112 3529 2383
113 3181 739
114 2174 3524
115 3421 1336
116 2014 348
117 186 1894
118 1124 2463
119 1497 4071
120 2744 3537
121 2399 399
122 1168 1598
123 1706 648
124 2962 3723
125 1702 4236
126 2395 1914
127 1025 3373
128 83 3960
129 1572 3026
130 1617 3793
131 352 1233
132 2444 680
133 1408 1
134 3128 2570
135 1918 1555
136 2632 267
137 2887 2619
138 923 3625
139 3516 2888
140 3 3864
141 2490 1992
142 2026 1185
143 529 2360
144 4127 599
145 1116 213
146 4026 506
147 554 2808
148 1747 1858
149 1907 4134
150 1098 2395
151 1402 481
152 4206 2664
153 1754 1260
154 1389 2056
155 3628 3938
156 789 2213
157 1133 1330
158 3534 1138
159 301 1425
160 3385 855
161 107 2722
162 3452 2702
163 183 3855
164 3210 3323
165 2372 278
166 2091 4177
167 873 788
168 2969 3767
169 1898 3206
170 2855 2304
171 714 768
172 3 2776
173 1755 527
174 812 1552
175 698 2206
176 586 1158
177 3587 2934
178 1621 1201
179 3442 1193
180 857 2677
181 636 1468
182 2053 983
183 1355 3346
184 3396 2719
185 3241 3463
186 2448 610
187 2043 1008
188 1297 1002
189 3717 2983
190 2145 3999
191 1623 3573
192 1270 2688
193 318 1495
194 112 132
195 3113 2857
196 3717 2951
197 3067 913
198 3373 3444
199 2187 3797
200 3038 396
201 1614 921
202 3737 1724
203 1681 3367
204 2078 2019
205 4078 3910
206 456 879
207 1850 957
208 1717 3000
209 2257 3489
210 2700 4187
211 3599 139
212 2381 2870
213 3449 1189
214 1027 946
215 2805 3518
216 2936 3103
217 3850 3843
218 1647 1781
219 4079 217
220 101 2402
221 610 4196
222 1828 3390
223 250 452
224 3476 3844
225 2060 3355
226 1494 4085
227 348 2813
228 2445 2338
229 1760 940
230 686 2227
231 3980 1124
232 904 2552
233 2965 3807
234 564 3635
235 1719 1738
236 3321 3598
237 1537 2583
238 4250 3271
239 2509 2924
240 3644 1432
241 367 1883
242 1085 1391
243 3445 3911
244 2028 652
245 3502 3254
246 1160 2049
247 2333 2752
248 3047 138
249 4206 2315
250 1709 3993
251 484 810
252 1254 3305
253 1814 2930
254 85 93
255 2895 992
256 2801 4122
257 2783 1965
258 2898 697
259 2500 2197
260 3292 71
261 2817 13
262 2898 1770
263 1296 253
264 728 1446
265 3251 4203
266 1230 1350
267 2786 3316
268 1442 1078
269 2594 3930
270 2121 701
271 26 1514
272 3107 197
273 2328 3666
274 3286 2908
275 2995 3405
276 370 2801
277 603 3991
278 3741 2760
279 155 952
280 2100 494
281 3762 1194
282 4185 2036
283 1405 2645
284 929 4237
285 1499 1452
286 3535 4003
287 3584 1312
288 1711 3388
289 1789 102
290 241 2221
291 2009 2561
292 1722 1941
293 2721 2096
294 1937 1467
295 3775 1460
296 1806 2207
297 1617 1097
298 1499 3886
299 186 3403
300 2035 713
301 1114 1412
302 3396 3987
303 3887 3501
304 1035 3101
305 2885 2809
306 1894 664
307 3435 1655
308 1063 2052
309 1213 3358
310 391 1613
311 2585 1106
312 315 2958
313 124 3412
314 1511 4066
315 3071 1950
316 2623 3877
317 4187 186
318 2411 3150
319 1764 2395
320 3292 3907
321 780 4178
322 4035 3292
323 4001 1149
324 1634 4070
325 1587 125
326 3649 772
327 421 707
328 2818 295
329 3862 3151
330 3231 3323
331 1355 2168
332 1579 1551
333 3772 2411
334 465 2085
335 2945 1061
336 1434 3603
337 411 4182
338 1632 1738
339 532 3541
340 3448 2163
341 3353 3166
342 898 3791
343 108 101
344 1546 1448
345 1801 2786
346 1275 2410
347 2878 370
348 1276 3982
349 1031 169
350 3331 3180
351 2977 2823
352 3975 1847
353 3858 1203
354 3484 2180
355 2704 2532
356 276 178
357 701 1084
358 2982 3331
359 876 3076
360 42 2073
361 2416 2086
362 954 2644
363 1599 3412
364 2648 1347
365 182 390
366 2656 2118
367 1203 969
368 431 26
369 4186 4221
370 3590 4090
371 3971 3593
372 1448 120
373 3751 3372
374 2920 1113
375 3287 3942
376 3550 2021
377 362 3479
378 3182 3437
379 74 3864
380 387 3230
381 3819 3609
382 780 624
383 635 3580
384 2594 706
385 2441 1840
386 1834 3253
387 3923 2166
388 4013 924
389 3875 374
390 301 1885
391 3199 2744
392 659 3554
393 1293 527
394 780 4213
395 1641 3053
396 1722 933
397 38 3962
398 2914 2772
399 3281 2668
400 2031 1596
401 2853 530
402 2760 3282
403 2250 1211
404 1117 1469
405 430 304
406 1710 1225
407 820 1016
408 1680 1612
409 65 1093
410 1515 706
411 1788 2558
412 376 916
413 1920 1258
414 142 1127
415 3299 2016
416 2849 3367
417 1864 3383
418 1035 532
419 3670 3391
420 359 3045
421 2664 3745
422 3302 2542
423 3726 1774
424 3964 3831
425 192 1712
426 1488 728
427 1035 2429
428 1377 3548
429 1455 1107
430 1511 886
431 2897 2646
432 2913 3619
433 3904 2845
434 233 2758
435 2037 658
436 2415 2638
437 1080 2420
438 3425 1983
439 807 2808
440 1638 3258
441 3998 1024
442 3246 1139
443 1785 4198
444 2279 3663
445 1638 807
446 153 1219
447 3148 348
448 2343 2363
449 3829 1960
450 3103 1402
451 2269 1664
452 4180 2663
453 3897 2350
454 3298 2295
455 517 1610
456 1370 1385
457 662 2785
458 3706 590
459 2970 4172
460 1107 2755
461 144 439
462 4143 2413
463 421 347
464 1050 3804
465 233 3968
