2320 2320
1 1027 900
2 931 1712
3 2071 861
4 1996 2152
5 1777 1744
6 260 1876
7 861 2233
8 1967 108
9 1319 373
10 140 1012
11 1041 1070
12 1896 2020
13 1173 1862
14 1397 712
15 1884 1603
16 665 601
17 303 874
18 153 2045
19 812 1023
20 903 714
21 1578 1979
22 857 449
23 544 1119
24 1053 808
25 1908 1720
26 1322 1000
27 176 227
28 680 793
29 521 595
30 1459 2074
31 946 1
32 732 1253
33 1630 564
34 880 1394
35 2038 49
36 797 363
37 458 1444
38 451 369
39 603 432
40 599 717
41 1352 1107
42 526 1785
43 407 2158
44 1959 1392
45 2135 2083
46 858 898
47 35 1647
48 2256 1645
49 1849 1979
50 642 9
51 444 2317
52 519 2050
53 1720 1317
54 2248 1644
55 1364 1573
56 2263 450
57 1948 399
58 1504 31
59 2255 150
60 1294 97
61 422 1998
62 1920 138
63 807 773
64 862 761
65 312 758
66 1863 1400
67 56 1627
68 1340 1447
69 1611 755
70 739 602
71 884 885
72 2020 1999
73 392 1764
74 1304 594
75 1936 115
76 452 84
77 1295 1819
78 2016 217
79 901 1914
80 412 1873
81 1491 670
82 277 761
83 16 339
84 885 1699
85 2076 953
86 2265 1763
87 451 1529
88 23 1788
89 1684 1289
90 431 2042
91 66 2318
92 161 1857
93 1866 1298
94 2255 1926
95 38 1639
96 1413 1805
97 1058 267
98 870 1475
99 957 972
100 953 956
101 611 1085
102 964 1616
103 1112 153
104 23 241
105 1447 871
106 1388 1280
107 780 1087
108 973 928
109 15 1933
110 247 59
111 1170 1315
112 1870 805
113 2124 436
114 1345 926
115 1240 686
116 560 1659
117 2151 1495
118 523 1367
119 765 1388
120 668 1190
121 1291 1253
122 567 2250
123 1592 189
124 2113 2026
125 773 593
126 815 2239
127 625 1879
128 1361 497
129 1035 1201
130 255 1506
131 1878 1730
132 2 2120
133 514 1376
134 1110 273
135 1416 1610
136 1886 579
137 1862 1740
138 1577 1154
139 348 929
140 308 1109
141 374 825
142 64 1098
143 2027 75
144 165 1001
145 1573 1436
146 183 759
147 1906 992
148 1144 1756
149 1306 800
150 558 1447
151 1058 1117
152 1398 672
153 513 772
154 1913 1230
155 1905 419
156 526 170
