3390 3390
1 952 2242
2 2077 2628
3 618 2048
4 903 1432
5 1953 3186
6 1619 2810
7 538 2341
8 1152 203
9 1775 725
10 1826 2108
11 3299 1032
12 2554 2661
13 2012 597
14 2547 1776
15 2749 2287
16 2684 1696
17 486 1896
18 2790 80
19 2388 2939
20 335 1373
21 2862 2944
22 1198 2168
23 481 3243
24 1714 601
25 487 1084
26 70 1251
27 2440 1356
28 3067 2346
29 1490 3345
30 1591 1160
31 575 975
32 1668 3219
33 2127 524
34 1975 84
35 323 472
36 193 2981
37 1218 3013
38 1531 990
39 282 1923
40 1056 1186
41 23 2711
42 2476 147
43 633 1666
44 2019 202
45 2256 2363
46 89 2349
47 2668 1873
48 2106 3260
49 1836 364
50 3390 1821
51 560 2513
52 3146 3053
53 127 20
54 2848 1112
55 2624 1918
56 158 2688
57 3001 303
58 388 1315
59 779 1448
60 2378 1174
61 1078 1998
62 3375 2045
63 2265 692
64 2455 3341
65 2107 993
66 658 3234
67 2766 2420
68 2293 3373
69 181 1503
70 3161 871
71 2598 1286
72 2861 2904
73 489 1723
74 1008 385
75 1583 2618
76 2058 484
77 1251 549
78 3265 227
79 831 1230
80 1773 3186
81 2922 2739
82 998 1031
83 1285 504
84 2632 1656
85 1728 2181
86 1648 3025
87 132 1656
88 1179 1222
89 1390 883
90 2529 790
91 3191 490
92 712 1732
93 172 452
94 647 2426
95 2408 680
96 844 715
97 2896 3278
98 2626 3113
99 943 1773
100 721 2860
101 349 902
102 2037 2314
103 2250 2571
104 1280 2006
105 3061 355
106 3187 1341
107 423 1858
108 3106 3329
109 645 363
110 2091 2758
111 1187 3199
112 3317 3346
113 1514 2156
114 396 324
115 111 108
116 2760 3363
117 417 2912
118 2450 1277
119 1612 359
120 901 3299
121 348 55
122 1244 2997
123 3101 129
124 3307 3005
125 705 810
126 653 3151
127 1845 1811
128 1010 2012
129 1417 795
130 505 2615
131 1986 875
132 855 2258
133 2670 1762
134 2163 93
135 226 568
136 633 1350
137 2542 1773
138 1785 969
139 1030 187
140 2769 2349
141 2659 1931
142 714 3162
143 2598 3282
144 1030 2789
145 2726 223
146 1275 620
147 2184 1701
148 2407 229
149 816 3046
150 1625 1092
151 2680 2141
152 1668 1898
153 2866 134
154 2018 1655
155 1278 311
156 2408 2272
157 2919 1221
158 2171 2245
159 1981 993
160 2047 2046
161 805 1087
162 2186 2946
163 2282 388
164 725 683
165 747 1803
166 1321 850
167 2587 3067
168 1282 2108
169 2208 665
170 311 48
171 3325 1222
172 2615 1889
173 2165 298
174 445 877
175 1103 2063
176 2199 2260
177 934 2505
178 503 2276
179 789 568
180 3281 1830
181 2458 589
182 1765 2616
183 648 384
184 1868 2988
185 76 2866
186 727 1211
187 2448 1552
188 3252 3033
189 1968 2655
190 1152 1687
191 266 226
192 225 2974
193 1372 3216
194 2558 1354
195 2181 2657
196 63 1211
197 1175 447
198 1253 491
199 2408 343
200 1900 358
201 253 192
202 1705 2185
203 1020 2373
204 2515 82
205 254 104
206 2040 2684
207 85 693
208 3373 3065
209 1254 439
210 1163 2821
211 1077 473
212 2002 1348
213 2052 3155
214 374 905
215 1297 2594
216 1582 2932
217 2882 2661
218 599 3294
219 1733 1542
220 1467 2569
221 1485 2136
222 2020 1765
223 1496 942
224 2545 734
225 1732 2298
226 2725 1299
227 1462 1563
228 290 701
229 2078 1069
230 3138 1137
231 2366 2443
232 590 663
233 3344 2953
234 2697 2504
235 1943 1610
236 1772 1272
237 1967 2043
238 38 2372
239 104 887
240 536 1428
