3150 3150
1 2372 378
2 1416 3120
3 1597 3006
4 3048 816
5 1907 2687
6 76 116
7 697 3047
8 511 2218
9 2517 88
10 1799 492
11 822 802
12 2039 1322
13 818 261
14 427 1705
15 77 1598
16 2416 3037
17 414 2211
18 2282 1967
19 944 976
20 2719 627
21 1778 132
22 29 1003
23 2909 700
24 2047 1200
25 1933 845
26 1754 3080
27 2242 1169
28 1475 3066
29 1312 1819
30 2296 1414
31 1572 337
32 1438 460
33 918 394
34 2231 713
35 1532 617
36 2586 1817
37 1672 1432
38 42 2833
39 244 937
40 3135 508
41 264 2622
42 2230 2241
43 1947 2307
44 2845 652
45 1116 210
46 2898 2570
47 748 1191
48 1689 1696
49 1526 1363
50 2094 684
51 2511 1344
52 647 1606
53 1757 369
54 2994 2620
55 1622 2777
56 2888 2817
57 1487 2303
58 599 1410
59 1009 1007
60 1353 298
61 2335 2961
62 1061 2401
63 2171 2455
64 733 2685
65 598 1899
66 242 2355
67 579 2964
68 1258 1993
69 1041 581
70 1125 2833
71 304 3132
72 3010 2979
73 2729 1559
74 2534 1866
75 591 1973
76 2979 2973
77 2763 2258
78 724 1661
79 394 2809
80 2536 2262
81 329 1037
82 157 282
83 1975 2522
84 2574 1610
85 1749 1046
86 1275 1903
87 2237 571
88 2771 51
89 1839 590
90 1798 893
91 1289 891
92 1816 557
93 2758 1374
94 870 2142
95 1388 2593
96 2937 933
97 1752 102
98 1635 772
99 2307 2487
100 2192 1374
101 2412 3035
102 872 561
103 2087 355
104 269 1015
105 500 1235
106 1683 1838
107 637 2635
108 850 2348
109 903 2726
110 1829 2249
111 3033 2
112 1639 2097
113 2821 2713
114 1401 2947
115 2917 2606
116 304 1948
117 2896 659
118 613 1186
119 2172 565
120 1226 1925
121 2384 1938
122 528 2129
123 2557 518
124 627 2294
125 1498 917
126 2742 767
127 2639 3110
128 2204 758
129 940 911
130 1289 660
131 202 2978
132 965 1896
133 3135 387
134 2500 240
135 1752 2210
136 1362 1113
137 1781 2820
138 1779 1496
139 1568 1462
140 527 1657
141 2647 2948
142 2826 1936
143 757 1440
144 2611 1731
145 2420 2245
146 1327 131
147 2596 2862
148 2640 146
149 635 2143
150 2965 2784
151 131 1655
152 2793 1079
153 1884 2492
154 2050 1931
155 2383 831
156 3135 2099
157 1257 1052
158 1377 923
159 2403 696
160 891 164
161 2921 2687
162 1625 2929
163 985 1910
164 89 2977
165 1805 3110
166 404 2928
167 2390 1303
168 2659 956
169 2193 587
170 527 2696
171 967 2561
172 1685 1264
173 3138 1742
174 305 2112
175 735 2556
176 1478 1672
177 1975 2382
178 1100 936
179 174 159
180 117 2547
181 524 2111
182 1470 848
183 2978 2104
184 698 1505
185 1004 2182
186 1545 2166
187 2779 1526
188 1456 961
189 953 1222
190 945 203
191 944 2783
192 1333 1551
193 1718 619
194 2552 1553
195 1290 1191
196 2057 249
197 188 259
198 1564 250
199 813 325
200 507 2008
201 1756 1391
202 2564 1629
203 812 1831
204 1483 1514
205 1304 1097
206 944 2262
207 1358 2568
208 1240 3066
209 1203 2741
210 638 1228
211 479 794
212 1537 375
213 1151 2843
214 1849 2110
215 583 193
216 2633 2758
217 387 2187
218 2390 260
219 2585 1666
220 286 2382
221 1407 2770
222 1179 2521
223 2925 377
224 1468 2925
225 2089 2517
226 195 594
227 1539 1445
228 1197 1314
