2290 2290
1 1267 1290
2 1051 1802
3 141 861
4 2086 252
5 1897 2044
6 560 2146
7 921 3
8 1997 288
9 1409 553
10 560 1102
11 1221 1160
12 1956 2020
13 1473 1862
14 1397 1042
15 2034 1723
16 905 781
17 513 1054
18 423 2105
19 1202 1203
20 963 894
21 1728 2189
22 1007 659
23 724 1449
24 1173 838
25 8 2080
26 1382 1150
27 416 377
28 770 1003
29 761 685
30 1639 24
31 1246 211
32 1122 1253
33 1660 654
34 1270 1724
35 2068 409
36 1157 513
37 638 1594
38 451 399
39 783 522
40 629 1107
41 1472 1107
42 856 2175
43 467 108
44 1989 1542
45 2165 2203
46 1188 1108
47 245 1827
48 146 1675
49 1849 2249
50 732 159
51 444 357
52 819 150
53 2110 1707
54 288 2034
55 1664 1963
56 3 510
57 48 399
58 1714 91
59 2255 450
60 1354 127
61 632 2118
62 2100 318
63 837 893
64 1012 971
65 342 1088
66 2223 1730
67 386 1657
68 1730 1777
69 1881 935
70 949 812
71 1124 1125
72 2020 2059
73 722 1974
74 1514 924
75 2266 235
76 692 174
77 1685 2089
78 2136 247
79 1141 1914
80 682 1993
81 1521 670
82 607 761
83 136 489
84 1185 1969
85 2226 1193
86 2265 2093
87 811 1799
88 173 2118
89 1984 1649
90 551 2282
91 336 28
92 341 2157
93 2226 1448
94 205 26
95 338 1969
96 1503 2195
97 1148 417
98 900 1685
99 957 1092
100 983 1226
101 671 1355
102 1354 1946
103 1142 513
104 203 271
105 1447 1201
106 1688 1310
107 900 1417
108 1273 1318
109 405 33
110 247 239
111 1500 1615
112 1870 835
113 104 586
114 1525 1226
115 1300 986
116 560 1689
117 2151 1675
118 523 1427
119 975 1688
120 908 1280
121 1681 1493
122 657 140
123 1712 309
124 2263 2116
125 1073 803
126 1025 129
127 1015 2269
128 1691 767
129 1395 1231
130 645 1806
131 2088 1880
132 152 100
133 694 1496
134 1320 423
135 1806 1610
136 1886 969
137 2252 1770
138 1757 1484
139 708 1049
140 428 1319
141 464 1065
142 334 1098
143 37 375
144 255 1361
