2740 2740
1 2060 125
2 34 381
3 725 2527
4 32 1010
5 1861 2321
6 455 1315
7 1116 1554
8 2206 2538
9 1272 1204
10 472 231
11 2119 1613
12 1863 1502
13 2430 2385
14 110 1609
15 1731 1066
16 235 2686
17 1346 584
18 321 1
19 684 1666
20 1365 160
21 342 945
22 2619 1436
23 524 1839
24 1680 64
25 2067 271
26 1230 1332
27 2547 1831
28 1499 1235
29 2397 430
30 2321 2679
31 158 2327
32 841 1413
33 1752 522
34 2207 84
35 2653 1689
36 169 2723
37 2556 1361
38 1068 663
39 2555 139
40 755 1525
41 1682 1145
42 754 2236
43 2673 2557
44 698 1529
45 2254 2532
46 1365 276
47 2027 275
48 629 1322
49 2203 62
50 2439 2363
51 1294 1353
52 1994 1978
53 1237 799
54 2133 2339
55 1 1720
56 2669 373
57 554 422
58 785 2391
59 1273 1956
60 2537 1684
61 1333 2223
62 402 881
63 1336 2269
64 2486 1830
65 1457 606
66 91 1374
67 2237 744
68 1738 506
69 2429 2570
70 660 2613
71 1538 2112
72 1741 2211
73 1134 1230
74 354 2495
75 2381 1702
76 1401 2079
77 1430 1972
78 2400 1381
79 2484 112
80 833 1028
81 517 1417
82 2037 784
83 2334 948
84 1714 1742
85 1162 526
86 2035 1396
87 2147 466
88 486 2427
89 342 2270
90 819 1078
91 1259 2065
92 2384 1210
93 1438 153
94 1802 2086
95 1656 418
96 579 157
97 216 519
98 1150 29
99 955 1079
100 1358 2095
101 2706 194
102 719 2252
103 1508 2522
104 949 567
105 2707 440
106 378 996
107 1391 1455
108 1890 1506
109 2376 1451
110 858 1704
111 2587 2462
112 790 2097
113 892 2131
114 1182 2086
115 2510 1587
116 2486 1681
117 1316 2564
118 1268 1887
119 2155 1316
120 2074 2397
121 1744 2026
122 2408 90
123 2739 2022
124 1445 771
125 2472 643
126 1398 2597
127 685 1260
128 286 2251
129 2604 455
130 2504 107
131 227 1062
132 961 1695
133 1597 1679
134 161 319
135 478 1840
136 2332 1177
137 1317 326
138 1649 411
139 2421 1653
140 2547 740
141 2083 1775
142 2323 262
143 1651 932
144 269 2360
145 2397 2151
146 2446 2080
147 476 1834
148 732 1561
149 2619 631
150 1347 1668
151 864 1861
152 173 2096
153 2387 878
154 869 2185
155 73 1748
156 410 1266
157 1400 1841
158 2004 1849
159 339 1226
160 1577 2727
161 2182 669
162 770 463
163 1415 1858
164 2424 1784
165 217 1049
166 475 119
167 1778 482
168 1679 237
169 45 2160
170 2308 953
171 253 2074
172 1292 765
173 227 1175
174 1587 2054
175 1900 34
176 2064 1885
177 1191 1810
178 2417 2219
179 531 86
180 1043 984
181 904 2535
182 1107 1616
183 1686 88
184 1727 321
185 67 742
186 2533 1729
187 1823 881
188 2649 1024
189 833 1615
190 1238 1853
191 187 2060
192 1736 2073
193 784 1130
194 1063 2190
195 573 1946
196 2197 1824
197 2478 602
198 799 2390
199 907 1772
200 313 2108
201 2138 2239
202 550 2329
203 346 2668
204 1467 2619
205 2133 456
206 1495 728
207 2538 1820
208 466 1132
209 1934 1165
210 815 1052
211 1328 274
212 176 2345
213 2570 2326
214 2173 2214
215 2610 1918
216 2553 1517
217 521 67
218 313 1480
219 2239 2083
220 297 1167
221 251 1078
222 2028 1818
223 2256 306
224 505 609
225 2708 2204
226 111 1178
227 1916 2490
228 2382 1554
229 1164 2472
230 2399 2219
231 1305 646
232 2131 357
233 2568 1945
234 107 1899
235 2624 362
236 994 1808
237 1883 253
238 2541 1173
239 309 2471
240 895 393
241 898 329
242 2561 36
243 1461 682
244 2496 2392
245 485 2110
246 751 1486
247 1791 2149
248 1038 1963
249 1544 543
250 427 1510
251 1664 2365
252 2315 2429
253 2378 949
254 1876 1238
255 410 449
256 538 1340
257 1793 1009
258 290 1709
259 1272 1858
260 2058 547
261 76 738
262 1675 342
263 764 429
264 347 2084
265 1507 92
266 1803 2336
267 1812 473
268 252 2111
269 2063 1594
270 1979 2628
271 122 1186
272 495 17
273 2520 2321
274 1782 346
275 2324 2726
276 2024 1006
277 1385 1418
278 1095 140
279 2585 1560
280 1218 624
281 764 844
282 1269 1833
283 50 1536
284 1061 565
285 1215 2004
286 1084 1839
287 2269 1660
288 1690 1845
289 2335 652
290 1181 2191
291 118 1326
292 474 1282
293 329 160
294 113 179
295 321 1648
296 1487 858
297 2372 1028
298 1150 999
299 797 39
300 2641 1772
301 2349 2599
302 193 1761
303 1236 2589
304 1947 183
305 331 1773
306 658 699
307 108 1951
308 495 302
309 767 2354
310 2152 1344
311 408 427
312 1594 1886
313 1233 2550
314 726 2187
315 145 2199
316 2533 2012
317 2113 2447
318 2523 488
319 1810 315
320 1245 2612
321 691 1326
322 2195 1310
323 2612 2003
324 2189 591
325 467 410
