2780 2780
1 1780 2465
2 2734 2761
3 645 2247
4 2652 650
5 1741 1961
6 255 1155
7 1116 1234
8 1846 2498
9 1112 764
10 352 2771
11 1799 1493
12 1863 1342
13 2350 2025
14 70 1529
15 1411 1026
16 2575 2326
17 1066 304
18 121 2421
19 364 1346
20 965 2540
21 62 945
22 2539 1116
23 324 1399
24 1440 2484
25 1987 71
26 830 1252
27 2427 1551
28 1499 1155
29 1997 30
30 2081 2639
31 2738 2327
32 481 1213
33 1672 362
34 1887 2504
35 2613 1689
36 169 2323
37 2356 1201
38 748 223
39 2235 2559
40 315 1205
41 1242 1025
42 674 2196
43 2673 2197
44 458 1329
45 2014 2092
46 1205 236
47 1867 2775
48 269 1282
49 2083 2482
50 2199 2083
51 1094 1193
52 1634 1538
53 1077 799
54 1893 1899
55 2581 1280
56 2469 13
57 234 182
58 545 2111
59 1153 1876
60 2257 1284
61 1213 2103
62 122 441
63 1336 1949
64 2046 1470
65 1377 526
66 51 1254
67 2117 424
68 1498 266
69 1989 2170
70 540 2253
71 1178 1752
72 1341 2171
73 734 830
74 2734 2495
75 2341 1502
76 1041 1759
77 1190 1692
78 1960 1061
79 2204 2492
80 513 1028
81 237 1057
82 2037 544
83 2174 828
84 1434 1502
85 922 166
86 1635 1196
87 2107 106
88 46 2147
89 142 1870
90 459 718
91 899 1865
92 2224 850
93 1358 2653
94 1362 1926
95 1456 178
96 459 2537
97 2716 279
98 710 2689
99 835 759
100 1078 1815
101 2466 154
102 639 1852
103 1228 2282
104 669 287
105 2427 2780
106 98 916
107 1311 1255
108 1850 1346
109 2136 1211
110 578 1704
111 2347 2182
112 670 1737
113 572 2131
114 782 1926
115 2350 1227
116 2406 1281
117 1276 2524
118 1028 1807
119 2035 1196
120 2074 2037
121 1624 2026
122 2328 2510
123 2619 1622
124 1085 611
125 2352 323
126 1118 2277
127 685 1060
128 86 2251
129 2244 15
130 2264 2447
131 147 742
132 801 1295
133 1357 1679
134 161 79
135 398 1760
136 2092 857
137 1117 246
138 1529 2751
139 1981 1413
140 2427 700
141 1843 1335
142 2163 2762
143 1331 772
144 2769 2280
145 2277 1991
146 2246 1720
147 76 1474
148 732 1201
149 2339 351
150 1227 1268
151 824 1421
152 2673 2056
153 2107 438
154 869 2105
155 2413 1548
156 10 1026
157 1040 1801
158 1564 1529
159 99 1186
160 1217 2527
161 1782 429
162 450 423
163 1135 1498
164 2264 1664
165 2677 849
166 115 2659
167 1378 282
168 1359 2737
169 2425 1800
170 2188 873
171 2673 1634
172 1012 725
173 2567 855
174 1587 1934
175 1860 2454
176 1984 1645
177 871 1770
178 2017 1859
179 251 2546
180 643 704
181 824 2095
182 907 1376
183 1606 2508
184 1407 321
185 2687 742
186 2213 1569
187 1823 561
188 2649 664
189 713 1175
190 798 1613
191 67 1820
192 1656 1793
193 664 730
