1610 1610
1 257 1201
2 109 1606
3 182 265
4 969 531
5 1600 1286
6 422 301
7 902 1557
8 39 240
9 1078 862
10 899 724
11 400 132
12 1230 710
13 419 1064
14 1431 792
15 234 495
16 638 738
17 1245 1474
18 1102 203
19 1550 1295
20 106 1320
21 23 784
22 1498 1494
23 1186 407
24 795 1079
25 1217 418
26 862 592
27 1044 1459
28 748 803
29 1016 227
30 761 1459
31 360 8
32 1396 57
33 445 547
34 291 254
35 10 1296
36 1474 348
37 784 20
38 237 1067
39 787 134
40 1017 1214
41 1194 737
42 161 32
43 1324 1441
44 817 314
45 1571 43
46 1001 350
47 1526 937
48 591 1022
49 507 1312
50 219 335
51 449 332
52 671 1296
53 936 26
54 319 148
55 1387 475
56 970 937
57 1129 371
58 1012 1068
59 44 204
60 69 75
61 1247 1178
62 959 620
63 1225 146
64 199 318
65 158 727
66 1162 1181
67 1369 198
68 503 1199
69 1088 1008
70 1548 794
71 81 818
72 1212 1376
73 1101 1500
74 803 1442
75 328 647
76 743 1185
77 111 824
78 487 104
79 888 1537
80 966 199
81 1301 1364
82 843 197
83 473 1110
84 936 388
85 766 932
86 134 216
87 1592 1055
88 1545 1174
89 1525 746
90 719 967
91 709 870
92 1485 178
93 274 844
94 1150 786
95 1524 1086
96 143 532
97 306 809
98 1256 166
99 346 188
100 525 30
101 403 1295
102 248 1003
103 565 1203
104 928 1330
105 1166 918
106 340 1
107 438 232
108 1325 673
109 1057 760
110 1204 369
111 597 765
112 1142 789
113 890 1315
114 609 1109
115 1070 1115
116 291 421
117 294 1256
118 197 236
119 977 832
120 1355 1494
121 260 494
122 861 402
123 428 777
124 1193 117
125 510 1547
126 1182 234
127 1023 398
128 183 1278
129 854 1188
130 433 281
131 1265 599
132 1548 1554
133 693 385
134 1607 375
135 420 681
136 754 354
137 1563 827
138 1402 1265
139 225 408
140 604 10
141 997 800
142 1532 132
143 1605 501
144 1258 1338
145 1558 658
146 86 319
147 1310 300
148 1066 943
149 15 647
150 618 547
151 516 1044
152 88 1221
153 779 1594
154 1559 624
155 1039 754
156 501 1360
157 1433 1161
158 620 746
159 818 1147
160 598 1148
161 1100 363
162 1584 1568
163 688 390
164 1212 1106
165 986 154
166 1520 998
167 290 636
168 1086 569
169 1524 37
170 463 756
171 61 439
172 1548 1278
173 689 1515
174 1177 181
175 1454 1394
176 1166 12
177 1137 213
178 602 663
179 74 506
180 1516 1128
181 141 552
182 1126 727
183 523 1513
184 937 1103
185 368 1386
186 470 608
187 406 1340
188 437 736
189 1195 967
190 447 1168
191 108 334
192 816 154
193 536 906
194 1347 1134
195 856 1544
196 94 178
197 1069 107
198 993 418
199 535 461
200 336 778
201 1225 385
202 154 244
203 1171 533
204 22 975
205 1552 1206
206 129 73
207 1571 1535
208 438 1319
209 1344 990
210 1118 526
211 786 74
212 1317 432
213 1168 1187
214 694 74
215 363 1300
216 842 1601
217 389 240
218 366 88
219 936 1185
220 226 754
221 1359 921
