2350 2350
1 67 1763
2 2137 2028
3 1757 1138
4 823 1643
5 2072 2132
6 1091 217
7 584 1254
8 242 883
9 2314 671
10 445 1738
11 266 1988
12 1981 696
13 1643 1069
14 1080 1681
15 437 1450
16 2318 1061
17 162 1220
18 2183 1164
19 1164 272
20 1280 1707
21 1827 1738
22 369 1764
23 1635 598
24 2181 1184
25 816 1021
26 1506 331
27 1374 872
28 1405 463
29 1116 470
30 1516 1402
31 464 400
32 49 535
33 2208 2257
34 132 219
35 983 108
36 332 368
37 993 155
38 1248 2179
39 1847 937
40 1272 482
41 1730 1553
42 2232 1628
43 1781 1705
44 2001 2311
45 826 366
46 2334 499
47 1828 64
48 2219 109
49 266 983
50 2144 135
51 461 1832
52 2217 1580
53 2291 1324
54 234 1606
55 1665 1811
56 699 1859
57 1651 1081
58 2235 1946
59 2056 643
60 2071 2014
61 1656 944
62 2164 2005
63 2193 1807
64 1178 1935
65 781 1923
66 620 2006
67 2284 1275
68 2051 514
69 725 1281
70 432 872
71 672 1442
72 1306 1569
73 947 572
74 544 110
75 1774 108
76 67 1060
77 1339 1403
78 2198 1930
79 180 1504
80 1436 1333
81 2212 1828
82 1745 167
83 563 528
84 1750 2229
85 1062 434
86 592 831
87 1362 146
88 1341 1184
89 609 1963
90 837 196
91 1730 1996
92 1502 1026
93 720 221
94 434 1532
95 70 1161
96 2157 1426
97 1698 1428
98 1859 1386
99 2251 896
100 630 123
101 90 163
102 1103 799
103 400 2016
104 1281 543
105 703 2295
106 2040 2132
107 1197 363
108 1975 1760
109 1534 250
110 178 142
111 314 42
112 566 858
113 1833 732
114 125 969
115 1421 939
116 239 358
117 190 1651
118 345 251
119 242 1223
120 1485 1928
121 2053 106
122 677 1566
123 273 2317
124 1934 978
125 1974 611
126 1674 124
127 323 1060
128 157 1108
129 1669 1375
130 1913 1824
131 2242 255
132 2007 2135
133 66 396
134 953 1694
135 1954 152
136 2329 1185
137 1939 2348
138 2092 1615
139 277 339
140 1442 1849
141 1519 361
142 546 1647
143 465 1770
144 137 1662
145 1284 1921
146 1187 228
147 703 662
148 197 180
149 1927 707
150 809 744
151 505 1061
152 1454 1566
153 881 1416
154 223 855
155 1402 488
156 709 581
157 411 1877
158 1767 603
159 2065 1554
160 1417 402
161 2039 80
162 995 2280
163 935 443
164 701 1979
165 1826 1337
166 94 747
167 1492 193
168 952 25
169 560 599
170 442 1156
171 2183 851
172 1781 1049
173 2129 157
174 459 614
175 753 1093
176 615 2221
177 1096 23
178 1851 398
179 844 2058
180 1983 879
181 1539 318
182 1020 773
183 1933 446
184 843 521
185 1326 248
186 755 2065
187 161 946
188 2018 699
189 2045 1231
190 1360 761
191 2254 542
192 757 1143
193 1735 497
194 2000 1520
195 1907 2347
196 299 244
197 1646 2143
198 919 176
199 2288 1585
200 633 713
201 2073 1944
202 1466 1461
203 619 2117
204 1144 1763
205 1121 873
206 1838 808
207 1632 1619
208 311 682
209 1210 1746
210 1454 1386
211 1860 241
212 927 1706
213 1274 917
214 2031 1214
215 1890 363
