3800 3800
1 698 3290
2 1169 25
3 1158 3298
4 1275 688
5 195 1117
6 3231 1453
7 759 992
8 1357 2299
9 2587 2958
10 2729 2379
11 2272 2494
12 2721 3540
13 2754 2212
14 1191 2750
15 2765 647
16 153 875
17 1046 707
18 1263 591
19 2563 2352
20 3557 41
21 2549 306
22 547 2499
23 2181 2042
24 233 127
25 2701 2909
26 2558 3098
27 840 3420
28 747 2606
29 972 2652
30 1139 3290
31 3463 1614
32 870 3604
33 840 1698
34 2471 2634
35 2655 2207
36 946 229
37 2200 1598
38 105 128
39 1548 2992
40 3113 496
41 1433 1613
42 1873 1939
43 611 3623
44 867 838
45 3466 3550
46 2638 1850
47 2582 3221
48 1547 1806
49 568 2085
50 2270 2907
51 811 2961
52 3712 3796
53 3011 3465
54 1851 332
55 477 3330
56 1661 37
57 3311 2710
58 3672 1398
59 361 1641
60 1897 453
61 3188 2412
62 936 1381
63 1882 1717
64 1639 3433
65 3567 1430
66 2079 2050
67 2366 2524
68 3015 1725
69 2223 2443
70 631 3465
71 1807 3225
72 2628 3759
73 3376 2176
74 2556 258
75 91 3792
76 3037 2570
77 235 1909
78 1880 132
79 52 692
80 492 580
81 1812 2587
82 585 3158
83 1488 3290
84 3233 1472
85 1850 1669
86 462 3796
87 74 659
88 3184 373
89 1443 3084
90 365 696
91 1464 1878
92 1942 2918
93 414 1840
94 1488 238
95 2675 1555
96 2568 880
97 1527 3614
98 411 1319
99 3538 2601
100 3397 2239
101 95 909
102 263 3728
103 1007 3770
104 1319 736
105 1609 3704
106 2875 680
107 1640 3082
108 453 864
109 1477 3375
110 150 1061
111 2295 3035
112 3684 1340
113 881 1566
114 1950 2615
115 339 2283
116 58 695
117 2795 2732
118 1460 3378
119 1533 4
120 1578 1776
121 3712 3677
122 3661 2065
123 2804 1003
124 299 1785
125 3089 2881
126 323 614
127 1217 3602
128 3344 1177
129 2817 2963
130 498 379
131 139 1975
132 2985 955
133 1072 2538
134 3243 1965
135 3604 2163
136 1288 260
137 1906 3572
138 1173 1067
139 3570 1323
140 726 1865
141 657 22
142 1735 2675
143 544 1914
144 4 878
145 1727 1925
146 1455 1806
147 19 1501
148 3770 1736
149 789 1392
150 2078 3087
151 869 2357
152 1467 2765
153 1287 91
154 2529 3023
155 917 873
156 1366 2359
157 1469 1998
158 2817 644
159 1668 610
160 1039 276
161 2947 604
162 1324 2277
163 650 2797
164 557 2537
165 3554 1724
166 1227 408
167 1471 2852
168 1585 1442
169 1261 836
170 1714 965
171 1578 2397
172 1741 67
173 21 305
174 3571 840
175 3350 641
176 3747 1907
177 3758 3016
178 3410 571
179 2936 2751
180 1841 1756
181 2424 232
182 3594 3377
183 514 2791
184 564 180
185 782 3373
186 3255 3212
187 2555 2159
188 1257 3527
189 3626 639
190 331 2512
191 1773 281
192 1510 2914
193 983 1713
194 690 3150
195 1405 3667
196 807 2369
197 2830 211
198 2253 1538
199 2863 2438
200 1946 3146
201 3082 3336
202 3778 2973
203 1575 903
204 2076 1616
205 3003 1528
206 474 3564
207 1449 3713
208 929 2650
209 1895 143
210 1474 870
211 1282 929
212 2424 3393
213 2148 652
214 1810 2090
215 2213 3233
216 2060 1077
217 967 2956
218 3345 3015
219 3759 53
220 1508 2057
221 753 500
222 608 2923
223 954 105
224 3259 306
225 2404 2186
226 2810 2245
227 3286 1505
228 1081 3684
229 3466 2853
230 3211 2354
231 3452 135
232 921 3053
233 2927 2528
234 726 1899
235 2121 3586
236 554 1008
237 2818 2180
238 3148 541
239 1025 673
240 1110 3451
241 3640 259
242 452 2544
243 2698 211
244 2021 505
245 385 5
246 3238 1113
247 3164 2554
248 2731 1361
249 3225 2286
250 1487 641
251 1311 1892
