2590 2590
1 510 2298
2 1918 407
3 259 2157
4 1655 1684
5 183 2297
6 1649 1783
7 235 1423
8 2515 669
9 1592 1066
10 610 1273
11 1840 436
12 1634 876
13 1147 737
14 1870 2478
15 540 417
16 652 982
17 1140 373
18 467 144
19 897 2360
20 2078 479
21 1290 143
22 488 654
23 2506 1254
24 1561 898
25 700 1437
26 2463 1731
27 2203 303
28 1602 495
29 75 2003
30 933 2210
31 126 273
32 1767 2533
33 608 1551
34 1891 410
35 1440 292
36 2349 36
37 2453 1706
38 2524 1499
39 2335 672
40 1201 1277
41 2234 770
42 2207 87
43 2300 1664
44 291 1424
45 609 1982
46 2374 56
47 1806 2079
48 370 1149
49 986 1722
50 32 50
51 2281 492
52 410 1101
53 402 2472
54 1792 225
55 494 257
56 1019 2573
57 2393 2453
58 459 1659
59 2133 1445
60 1940 1731
61 2215 1125
62 1881 811
63 53 2346
64 711 272
65 1152 1414
66 597 2188
67 2129 1056
68 1615 752
69 714 90
70 2390 274
71 581 894
72 357 432
73 29 1564
74 2049 1405
75 1825 2286
76 1087 2013
77 146 246
78 811 1614
79 1512 1267
80 600 2386
81 49 1516
82 1336 484
83 2523 381
84 1619 400
85 2168 1129
86 459 923
87 1141 1412
88 789 1698
89 1157 528
90 1814 1035
91 1738 145
92 1371 1907
93 1096 1424
94 2025 274
95 900 470
96 1999 453
97 290 806
98 2177 2219
99 1746 777
100 1012 1398
101 1128 2274
102 1299 432
103 836 44
104 1057 92
105 1498 442
106 1392 2253
107 2358 978
108 1122 1892
109 560 1918
110 2115 679
111 944 873
112 2234 327
113 1964 898
114 270 33
115 2483 1367
116 932 2448
117 1910 573
118 1354 431
119 2061 2308
120 1466 2339
121 443 61
122 1219 2487
123 1698 683
124 906 579
125 413 252
126 2557 2320
127 1901 2240
128 78 34
129 1177 1295
130 1141 300
131 1574 4
132 2271 504
133 339 1992
134 1948 2551
135 347 295
136 1058 1255
137 1843 2108
138 646 1517
139 1391 756
140 141 133
141 2 1279
142 1934 295
143 660 1146
144 1829 1814
145 64 55
