4190 4190
1 423 3818
2 289 2007
3 3119 2103
4 3340 3956
5 2367 96
6 3901 1511
7 3124 1175
8 2480 2871
9 1095 346
10 1456 1580
11 554 1009
12 2507 958
13 48 753
14 3582 2092
15 3189 3633
16 1392 836
17 1874 531
18 3298 3128
19 206 2320
20 3136 263
21 1527 2867
22 4120 1011
23 410 1846
24 2969 3024
25 3229 889
26 1234 190
27 2143 2942
28 2956 2608
29 481 1950
30 3299 1143
31 1128 1737
32 2709 104
33 3476 3960
34 2792 2939
35 270 337
36 2233 1436
37 231 29
38 3314 2340
39 2810 1141
40 2764 3816
41 997 275
42 820 2304
43 3990 798
44 3305 3423
45 2965 2867
46 3855 582
47 1213 769
48 2021 3046
49 2148 277
50 93 1470
51 346 3354
52 223 132
53 3563 100
54 1205 1961
55 3987 3370
56 137 4125
57 588 2964
58 3084 3636
59 2327 1179
60 2998 2621
61 3964 2857
62 3456 2063
63 873 3316
64 514 2909
65 3459 2668
66 2304 3870
67 2309 1372
68 1349 3636
69 118 1329
70 2537 2207
71 2448 264
72 2197 3383
73 78 1535
74 1849 2011
75 482 3053
76 9 4163
77 1719 2822
78 1570 219
79 440 3573
80 2090 369
81 681 295
82 604 2899
83 2556 388
84 4187 1519
85 467 395
86 1076 1402
87 2284 1806
88 3943 1575
89 503 2683
90 2407 2633
91 2426 4
92 397 3005
93 3122 2097
94 1513 500
95 3579 1420
96 45 3854
97 2186 197
98 3013 2127
99 68 2953
100 1330 3680
101 948 38
102 553 300
103 4050 1962
104 3093 746
105 2742 3908
106 254 2500
107 214 1612
108 2302 777
109 80 1885
110 2492 2406
111 2035 2421
112 1888 644
113 2540 1400
114 3886 363
115 1671 2043
116 2160 1552
117 856 2613
118 2527 2522
119 564 382
120 1260 3494
121 3755 3077
122 2354 2229
123 618 2195
124 3141 1922
125 1534 2252
126 3799 4114
127 3025 313
128 4089 3712
129 343 610
130 348 2286
131 12 1694
132 3198 2700
133 2015 3963
134 2090 3056
135 3558 1649
136 1270 401
137 3459 3363
138 3941 2183
139 1928 1000
140 3480 3055
141 1439 2448
142 3627 2796
143 1846 1391
144 4011 2951
145 592 4031
146 994 1690
147 3214 1310
148 1422 1923
149 3836 298
150 3225 3192
151 2960 1955
152 2971 866
153 2367 1430
154 330 2906
155 397 3712
156 904 2100
157 2404 586
158 256 2678
159 1317 2379
160 3237 1377
161 3934 4160
162 2685 923
163 3286 2969
164 3406 3705
165 3745 2269
166 1190 530
167 4167 1240
168 2481 1523
169 3196 1185
170 994 174
171 3991 2681
172 2591 217
173 1184 2342
174 3865 2791
175 3725 3430
176 2303 3312
177 654 2561
178 1617 3267
179 2019 3371
180 172 514
181 3951 4130
182 3897 2409
183 659 2124
184 3576 1812
185 2813 775
186 2923 580
187 2629 888
188 1676 2883
189 1684 3872
190 3338 2347
191 2871 2751
192 1027 1062
193 1076 2344
194 513 1864
195 1098 3394
196 2222 2883
197 491 1257
198 4086 4100
199 3322 338
200 2542 226
201 3297 3656
202 2758 3266
203 201 2802
204 2817 2054
205 2708 3958
206 214 1484
207 835 3482
208 866 808
209 3977 2369
210 247 2607
211 172 1218
212 1499 2456
213 308 2712
214 2961 2986
215 3492 2992
216 1389 753
217 2811 1832
218 2597 4114
219 3181 1069
220 3507 3562
221 1827 1745
222 303 2025
223 2596 1126
224 3308 1659
225 2714 3793
226 3711 3185
227 3727 4149
228 1042 2493
229 3743 2666
230 4067 3822
231 779 2361
232 332 2562
233 541 3682
234 754 4125
235 744 140
236 3202 1975
237 646 935
238 3378 2531
239 464 306
240 1168 4029
241 3054 3521
242 881 3724
243 136 34
244 915 1439
245 1524 3285
246 2650 2415
247 2644 3600
248 795 3123
249 2390 7
250 2503 1795
251 3669 3275
252 1819 1546
253 2974 3663
254 915 992
255 1469 2950
256 1798 3192
257 1906 4
258 2015 334
259 876 1852
260 887 226
261 228 225
262 3175 1944
263 1613 2723
264 1227 1208
265 1213 1422
266 3640 4174
267 924 1907
268 484 2142
269 2580 4048
270 2739 2770
271 4156 662
272 3123 2926
273 640 762
274 3703 3380
275 558 438
276 3444 2595
277 2515 3583
278 4067 72
279 2251 4115
280 2793 2592
281 3457 212
282 3483 3237
283 1895 779
284 2291 1498
285 3387 766
286 1996 839
287 92 1045
288 3099 1116
289 2401 3797
290 1115 2454
291 3575 2626
292 3152 1026
293 2938 1366
294 3832 1840
295 1389 3339
296 1421 3719
297 1339 847
298 2938 3706
299 1791 1939
300 906 2841
301 460 2744
302 3308 1669
303 3193 624
304 1324 1898
305 293 4040
306 141 1400
307 3148 736
308 2665 367
309 2015 964
310 1816 2582
311 4136 2825
312 3387 3843
313 4106 2039
314 3748 3604
315 228 3988
316 1095 1578
317 3209 2513
318 2245 92
319 2882 1610
320 1616 2330
321 3702 2480
322 3318 1553
323 1528 3087
324 3163 2585
325 1287 3258
326 3139 1570
