1140 1140
1 658 994
2 323 830
3 1136 95
4 291 933
5 101 183
6 1006 38
7 761 586
8 419 114
9 758 965
10 977 1094
11 332 347
12 93 1137
13 286 996
14 31 71
15 753 586
16 425 724
17 880 961
18 270 1097
19 353 707
20 459 507
21 231 64
22 1059 281
23 669 1082
24 634 313
25 1109 864
26 1043 642
27 741 860
28 391 533
29 842 450
30 741 480
31 9 683
32 120 1058
33 551 47
34 473 860
35 1039 159
36 706 411
37 779 665
38 43 163
39 408 167
40 570 916
41 446 942
42 294 55
43 1051 316
44 839 879
45 76 161
46 170 860
47 765 291
48 23 1139
49 682 571
50 762 612
51 235 381
52 1118 37
53 682 331
54 858 872
55 310 770
56 510 698
57 78 922
58 646 317
59 1094 543
60 142 282
61 750 860
62 338 187
63 312 83
64 42 901
65 23 1065
66 608 397
67 301 819
68 740 184
69 4 457
70 669 895
71 592 730
72 1126 428
73 196 132
74 296 1115
75 324 590
76 810 540
77 257 339
78 657 437
79 943 501
80 473 806
81 783 833
82 323 687
83 32 125
84 700 226
85 1132 375
86 578 554
87 506 544
88 58 295
89 1030 425
90 794 842
91 618 700
92 892 295
93 572 875
94 502 274
95 858 636
96 1124 767
97 340 536
98 711 366
99 416 133
100 819 93
101 214 746
102 1071 11
103 883 735
104 1007 1045
105 1104 128
106 794 598
107 615 326
108 257 769
109 553 106
110 911 805
111 684 776
112 787 380
113 382 1021
114 1136 1025
115 603 485
116 719 278
117 548 165
118 314 151
119 452 215
120 399 566
121 419 621
122 634 479
123 265 406
124 563 876
125 800 714
126 312 676
127 669 418
128 894 93
129 625 225
130 50 973
131 1054 1
132 678 693
133 35 280
134 417 1117
135 688 496
136 987 172
137 979 929
138 300 689
139 544 242
140 148 384
141 526 743
142 515 125
143 654 545
144 138 65
145 535 1123
146 693 350
147 396 155
148 802 962
149 602 92
150 878 647
151 936 603
152 239 858
153 1119 583
154 322 747
155 881 37
156 890 763
157 947 732
158 697 349
159 919 1058
160 725 1018
161 155 623
162 13 864
163 1138 465
164 449 977
165 210 804
166 871 851
167 716 463
168 544 203
169 332 151
170 30 1131
171 588 928
172 1027 620
173 750 1117
174 874 983
175 515 215
176 401 518
177 999 117
178 886 939
179 1119 531
180 474 633
181 554 124
182 379 878
183 863 88
184 992 908
185 141 418
186 439 755
187 1140 102
188 58 554
189 364 854
190 998 369
191 631 338
192 424 698
193 40 630
194 161 539
195 337 7
196 425 943
197 1060 509
198 198 832
199 958 103
200 745 533
201 391 659
202 221 952
203 1062 531
204 999 294
205 1080 228
206 138 401
207 87 647
208 456 246
209 841 1121
210 56 639
211 80 595
212 1085 59
213 352 361
214 1060 397
215 172 631
216 1073 909
217 941 922
218 292 325
219 457 392
220 970 420
221 259 878
222 716 541
223 978 1028
224 807 133
225 698 1030
226 185 920
227 993 658
228 472 989
229 199 1139
230 269 533
231 981 1004
232 1066 718
233 820 331
234 100 480
235 746 780
236 899 639
237 100 72
238 6 675
239 460 551
240 1039 753
241 957 570
242 386 322
243 712 605
244 993 1016
245 397 216
246 1029 611
247 47 611
248 755 338
249 240 479
250 753 847
251 369 567
252 378 665
253 568 439
254 914 243
255 690 63
256 1099 484
257 112 1016
258 201 785
259 1052 343
260 592 266
261 785 594
262 544 432
263 196 63
264 4 710
265 568 893
266 459 731
267 805 113
268 1111 184
269 502 1082
270 906 1103
271 24 761
272 739 839
273 123 996
274 508 964
275 586 684
276 145 561
277 372 928
278 806 780
279 136 1140
280 1025 790
281 353 1026
282 1102 420
283 846 419
284 602 877
285 1068 473
286 1093 977
287 93 212
288 682 178
289 687 495
290 1041 501
291 605 1092
292 69 602
293 1018 910
294 351 587
295 740 298
296 745 358
297 438 808
298 818 46
299 17 1108
300 1039 1008
301 23 693
302 270 563
303 1010 572
304 874 284
305 111 1116
306 35 866
307 6 796
308 26 761
309 941 1033
310 1071 325
311 776 306
312 1014 894
313 280 97
314 808 725
315 6 457
316 118 1097
317 845 617
318 35 983
319 490 106
320 798 931
321 697 383
322 834 1124
323 433 1095
324 625 566
325 924 836
326 1139 45
327 35 595
328 647 753
329 226 661
330 538 580
331 980 216
332 219 1084
333 214 185
334 515 634
335 958 260
336 883 169
337 1102 40
338 1018 447
339 549 1065
340 582 952
341 649 76
342 357 493
343 181 362
344 1129 548
345 57 770
346 289 152
347 392 1055
348 955 912
349 525 665
350 78 911
351 190 1108
352 247 615
353 1116 880
354 411 158
355 335 979
356 698 1136
357 109 127
358 511 851
359 776 1138
360 326 311
361 737 610
362 570 381
363 457 862
364 336 502
365 507 706
366 768 484
367 961 234
368 651 9
369 15 1046
370 789 843
371 794 900
372 1019 339
373 1035 303
374 191 704
375 121 827
376 499 926
377 117 1137
378 711 939
379 412 151
380 740 626
381 44 839
382 589 143
383 231 129
384 267 655
385 511 331
386 1028 384
387 534 364
388 1135 35
389 324 103
390 791 355
391 967 517
392 848 417
393 69 393
394 566 758
395 1073 636
396 77 920
397 1051 117
398 901 261
399 253 213
400 199 300
401 478 410
402 1108 486
403 37 980
404 144 272
405 907 676
406 245 510
407 800 1089
408 406 1079
409 1051 588
410 798 629
411 887 109
412 69 704
413 900 59
414 192 470
415 911 810
416 1092 646
417 411 631
418 389 445
419 249 991
420 956 520
421 33 229
422 431 311
423 440 906
424 843 625
425 724 170
426 894 898
427 439 976
428 543 441
429 985 413
430 43 1122
431 512 897
432 264 1115
433 1108 822
434 1031 805
435 570 713
436 874 805
437 957 314
438 908 1027
439 8 112
440 536 191
441 455 345
442 280 611
443 224 295
444 1130 17
445 167 1115
446 828 132
447 405 645
448 541 288
449 1106 1000
450 599 257
451 1133 783
452 161 868
453 696 976
454 324 350
455 64 48
456 794 333
457 802 815
458 67 677
459 595 321
460 712 1014
461 457 886
462 608 670
463 681 574
464 865 697
465 680 548
466 887 495
467 257 1072
468 583 717
469 286 750
470 711 668
471 787 705
472 1032 443
473 909 355
474 455 415
475 675 795
476 252 1016
477 192 649
478 1120 630
479 177 121
480 1126 25
481 706 762
482 500 189
483 416 924
484 315 364
485 778 668
486 353 1085
487 518 115
488 761 500
489 1105 502
490 176 423
491 877 108
492 546 449
493 887 112
494 322 617
495 449 1085
496 167 814
497 382 291
498 871 428
499 251 324
500 757 353
501 140 810
502 42 548
503 636 107
504 731 170
505 10 143
506 762 291
507 648 976
508 470 880
509 912 604
510 144 495
511 948 734
512 83 434
513 350 1126
514 503 155
515 308 742
516 569 119
517 890 333
518 1118 714
519 98 839
520 937 1107
