5550 5550
1 3319 5121
2 3168 482
3 2100 1537
4 1564 850
5 4051 4316
6 605 159
7 1527 3931
8 998 5418
9 256 1806
10 788 2296
11 1537 410
12 4367 3528
13 1235 1137
14 4129 3925
15 3013 3871
16 4337 2170
17 2524 3723
18 3318 4469
19 3800 4462
20 350 21
21 3351 496
22 3587 3432
23 1599 4009
24 3209 1186
25 3939 4947
26 5245 3296
27 418 3266
28 663 5334
29 1043 1726
30 3312 3769
31 2352 363
32 828 67
33 5304 1328
34 5241 3896
35 2686 3200
36 937 445
37 3777 3499
38 1187 3976
39 1495 660
40 3301 5152
41 1057 134
42 2613 4228
43 3222 3796
44 161 2474
45 2696 1305
46 4639 3802
47 1870 2277
48 4981 186
49 1345 1951
50 5087 3149
51 4358 2897
52 1097 4835
53 3257 1581
54 2238 655
55 1711 2420
56 2334 1424
57 1490 5307
58 5423 549
59 5087 3111
60 1942 1407
61 2383 723
62 4246 4264
63 4027 1684
64 3849 1748
65 4599 3625
66 1891 4341
67 638 2984
68 159 2793
69 3386 2636
70 5236 4585
71 2718 2074
72 5053 5400
73 1598 3079
74 4233 5512
75 597 4515
76 4517 1567
77 2086 4888
78 3515 1522
79 5179 1590
80 557 1966
81 5470 2892
82 998 695
83 3395 2198
84 2960 3053
85 3872 4628
86 4415 4001
87 2305 2281
88 3466 1122
89 3007 4982
90 1461 3411
91 2791 2708
92 2933 3803
93 5326 4284
94 5119 238
95 65 5369
96 324 5016
97 4639 3006
98 2428 4297
99 1212 176
100 309 5193
101 3607 4023
102 848 3342
103 2196 1049
104 4364 1800
105 4392 5464
106 1342 1888
107 3015 665
108 5427 872
109 4765 2426
110 2984 2269
111 2939 4066
112 3838 1432
113 371 181
114 2472 1695
115 2725 342
116 4642 5185
117 4081 2942
118 1918 817
119 2494 708
120 1804 2515
121 4141 3564
122 2793 4716
123 504 2264
124 2480 4128
125 1753 4526
126 1829 5068
127 5304 729
128 1181 1412
129 150 1828
130 3730 4914
131 4381 408
132 2732 2015
133 5436 3606
134 4665 802
135 1685 2360
136 4625 296
137 2179 3440
138 997 3888
139 3975 647
140 3313 186
141 239 4797
142 2115 4879
143 1531 2724
144 642 4401
145 4555 4366
146 4543 5457
147 478 3474
148 4578 3227
149 1441 1727
150 2400 382
151 2187 3521
152 3382 5216
153 4760 4334
154 3001 2050
155 4938 3849
156 2052 337
157 4416 447
158 41 4645
159 1020 74
160 5451 3352
161 1182 3780
162 3477 2591
163 5364 2436
164 3487 1659
165 99 3683
166 5311 3869
167 3736 4964
168 3413 2077
169 3023 3993
170 487 1171
171 2793 3622
172 3882 105
173 4964 1478
174 4198 4501
175 989 4836
176 3743 3730
177 2961 111
178 1451 4407
179 4551 4020
180 938 2667
181 918 5389
182 2677 1141
183 496 2282
184 3933 359
185 5534 269
186 1483 3834
187 1401 2121
188 4977 5171
189 712 5301
190 1733 1777
191 2584 2220
192 1329 2911
193 334 5137
194 5162 4559
195 4133 794
196 3919 4046
197 4179 733
198 2248 2532
199 5085 1471
200 5182 1453
201 198 2212
202 254 5331
203 3005 1872
204 1473 427
205 1302 4410
206 2753 502
207 3209 3422
208 4510 5235
209 3527 2452
210 5413 4463
211 1973 4172
212 3790 1053
213 602 1419
214 5385 1809
215 2349 3345
216 3407 3144
217 1315 1795
218 1858 2103
219 2683 3637
220 2689 466
221 2860 904
222 2004 3493
223 1839 2828
224 4495 1403
225 3169 2972
226 381 2198
227 395 316
228 5104 925
229 2819 2071
230 219 3162
231 2735 2471
232 896 147
233 1232 64
234 2606 5496
235 3928 4063
236 1792 685
237 692 2537
238 1071 3616
239 3208 738
240 4616 1774
241 1762 1067
242 5118 4135
243 108 842
244 1269 3342
245 4396 1368
246 1792 829
247 2373 3823
248 2556 752
249 4401 826
250 4055 259
251 4130 4118
252 3536 4514
253 3274 1043
254 1766 2564
255 2524 1776
256 3678 1472
257 3349 710
258 3197 2208
259 203 556
260 3370 4380
261 2565 4175
262 4766 1829
263 3457 1107
264 1092 4099
265 4419 4269
266 4032 2161
267 4079 3541
268 4197 1740
269 2676 3315
270 2707 3175
271 1817 5386
272 980 4182
273 585 958
274 618 1664
275 3168 710
276 1846 2594
277 4838 3294
278 5098 1401
279 4963 4518
280 2395 1768
281 3564 1707
282 592 1438
283 2415 3506
284 5030 4701
285 4138 4183
286 2201 468
287 2563 4762
288 2925 4965
289 4842 440
290 187 456
291 3795 1331
292 4812 4565
293 5211 3261
294 4516 5437
295 4785 1886
296 2282 2869
297 2234 4631
298 5243 1635
299 1710 3955
300 3295 3124
301 1512 175
302 383 3300
303 5152 4038
304 823 1362
305 1054 2372
306 3867 2704
307 1868 2280
308 4755 2704
309 815 1568
310 1555 1970
311 4213 2013
312 3143 3940
313 4489 2965
314 1968 2961
315 3982 4137
316 3889 3202
317 2353 2442
318 4223 13
319 678 1098
320 2596 3425
321 1843 5054
322 395 5237
323 43 2193
324 738 2997
325 122 1890
326 5010 2911
327 2923 3500
328 2841 2931
329 3005 2852
330 3791 3880
331 1953 3136
332 38 4636
333 2825 572
334 3737 4422
335 2945 5297
336 1068 2552
337 5025 5291
338 4350 480
339 5437 602
340 3415 2812
341 2045 860
342 3832 1248
343 5052 3190
344 265 800
345 3092 3394
346 1763 2944
347 4973 404
348 3176 2988
349 1166 4855
350 2928 3741
351 343 2560
352 657 3716
353 4401 525
354 435 1317
355 286 2428
356 2795 1461
357 5209 1294
358 4910 1685
359 423 4376
360 876 4941
361 4758 4855
362 5406 3575
363 3593 5265
364 4089 1852
365 872 4018
366 474 93
367 1845 851
368 2852 2738
369 4052 3350
370 1856 5131
371 5121 4749
372 1012 1264
373 802 28
374 4261 2699
375 1040 4101
376 60 133
377 5060 1522
378 3863 4792
379 1797 4678
380 139 1748
381 2495 3007
382 296 3361
383 4767 2948
384 3018 3465
385 628 311
386 4865 1478
387 4494 1589
388 1758 941
389 5350 4036
390 4740 2850
391 5122 4268
392 5329 4275
393 5254 2305
394 2091 1745
395 4614 2090
396 5299 5140
397 745 787
398 4185 2378
399 2683 4854
400 3629 1123
401 5010 3144
402 1987 3799
403 4600 266
404 2598 2220
405 724 3743
406 4412 5036
407 3721 1062
408 3015 488
409 4712 630
410 1849 5024
411 1695 1315
412 2860 1388
413 3506 914
414 1992 350
415 773 2939
416 3160 3985
417 42 2018
418 4218 1587
419 2339 4511
420 3723 3223
421 1275 779
422 3695 1675
423 2389 1072
424 3208 1590
425 1986 1124
426 106 4168
427 4334 3875
428 3294 3995
429 2253 2024
430 2574 3763
431 1007 3977
432 51 1663
433 4470 3325
434 579 2138
435 139 179
436 792 4554
437 1227 826
438 1636 622
439 574 689
440 4327 146
441 3248 308
442 670 2557
443 11 2156
444 3038 130
445 1632 1794
446 3912 4130
447 3733 2946
448 5396 2370
449 2388 1923
450 2519 4389
451 4361 710
452 5548 3742
453 63 4653
454 1234 5331
455 60 93
456 2924 2828
457 3814 2483
458 2024 5256
459 1271 2901
460 3512 3234
461 5468 3552
462 5279 196
463 2667 741
464 4627 4627
465 3756 4407
466 2172 3940
467 1499 1666
468 5131 1328
469 401 965
470 4116 4819
471 2078 5382
472 5014 2140
473 1070 3839
474 3943 5014
475 3456 2123
476 3204 413
477 4605 3581
478 1687 5080
479 5490 2581
480 4270 5484
481 1065 3713
482 2464 200
483 5246 5059
484 2761 4283
485 2975 772
486 2633 3009
487 156 5308
488 2584 4162
489 3214 2266
490 3004 751
491 289 2284
492 562 3452
493 4118 4883
494 5023 814
495 2680 4016
496 2908 3934
497 505 556
498 2598 3228
499 4944 1104
500 3216 1985
501 2149 3018
502 2588 4974
503 2857 5108
504 4761 4755
505 4397 4730
506 498 5228
507 3950 3554
508 1138 4943
509 3778 3944
510 1247 457
511 4764 3322
512 4097 5403
513 835 4196
514 1998 1271
515 5500 991
516 1725 1344
517 439 2267
518 2866 1878
519 5494 4307
520 30 4919
521 2965 1645
522 68 1184
523 4926 921
524 5431 4978
525 4359 1841
526 5361 1032
527 2940 5225
528 2384 3806
529 526 2855
530 1913 4325
531 3054 688
532 5114 117
533 4559 1621
534 4704 4283
535 1759 1733
536 5116 454
537 1997 713
538 35 786
539 1591 308
540 4923 43
541 1864 284
542 4306 3903
543 4499 3718
544 3906 3974
545 648 446
546 3816 4530
547 4828 4974
548 4581 665
549 3753 332
550 63 3293
551 912 1600
552 4470 1803
553 1624 2588
554 8 1764
555 2865 1927
556 1626 1797
557 5465 553
558 4033 5500
559 4016 2668
560 5257 3713
561 1455 451
562 5453 1254
563 4258 2876
564 3448 151
565 968 1178
566 2797 1726
567 4509 2408
568 1279 3639
569 91 1946
570 888 106
571 4418 5290
572 174 50
573 1846 2433
574 146 1044
575 3417 227
576 3525 3308
577 5267 372
578 5330 1093
579 3734 5460
580 1042 4827
581 3878 2017
582 831 2258
583 328 1960
584 3179 224
585 1437 181
586 4333 3517
587 4789 4198
588 138 4804
589 1962 796
590 109 3020
591 655 4419
592 2900 3924
593 4084 3894
594 3239 2823
595 71 4846
596 2201 163
597 563 281
598 3986 1032
599 3872 3448
600 4303 1757
601 5160 1675
602 2722 776
603 2492 2322
604 1587 1322
605 359 1712
606 1577 504
607 4990 2500
608 2516 5251
609 3072 1579
610 4750 2411
611 2457 1203
612 3284 3451
613 1543 4068
