2130 2130
1 2037 1915
2 50 1614
3 1363 298
4 1985 875
5 285 1626
6 725 1185
7 583 551
8 1552 815
9 1936 282
10 1853 150
11 1797 1824
12 645 1462
13 161 1981
14 2100 1912
15 726 1641
16 365 1937
17 1637 1287
18 560 877
19 2047 806
20 833 696
21 125 536
22 1349 139
23 1088 1781
24 292 1658
25 359 606
26 507 981
27 1412 1674
28 1590 1823
29 314 43
30 1236 883
31 763 126
32 955 1325
33 833 407
34 474 235
35 621 1630
36 701 1211
37 360 980
38 364 1825
39 188 1140
40 1618 2034
41 132 178
42 1875 1321
43 1338 1300
44 592 1456
45 1531 1886
46 542 199
47 1797 668
48 371 1036
49 149 494
50 565 162
51 1078 962
52 791 402
53 497 7
54 1543 1970
55 1510 845
56 1501 748
57 1221 1872
58 2080 513
59 96 223
60 884 651
61 1950 975
62 123 1674
63 1500 1574
64 911 555
65 475 1821
66 1318 1990
67 236 147
68 178 220
69 578 281
70 1815 2084
71 1355 694
72 1361 420
73 361 1724
74 1217 1061
75 179 302
76 1644 564
77 1387 977
78 1107 1591
79 695 368
80 663 882
81 1925 447
82 1945 1196
83 1182 1061
84 2074 855
85 687 1715
86 445 598
87 1305 2003
88 1352 924
89 1046 1711
90 1550 2064
91 1829 158
92 1599 424
93 518 1172
94 1716 700
95 1724 1663
96 860 271
97 2030 5
98 1866 996
99 1314 1204
100 724 1066
101 780 502
102 1985 416
103 198 1538
104 1829 1518
105 2054 735
106 474 532
107 414 256
108 1159 1465
109 878 1377
110 1196 118
111 2051 2084
112 1471 1608
113 495 1550
114 1852 2026
115 684 237
116 897 1125
117 1024 409
118 2012 1855
119 518 536
120 1879 520
121 572 2001
122 497 893
123 350 1266
124 935 48
125 1917 791
126 1453 678
127 659 1408
128 208 1591
129 1650 932
130 750 1686
131 539 657
132 1668 365
133 148 819
134 1880 1507
135 692 759
136 1285 710
137 1854 1382
138 80 1549
139 36 1933
140 1906 932
141 499 785
142 1487 1938
143 994 114
144 1547 239
145 1841 1746
146 394 1680
147 199 408
