2030 2030
1 900 1907
2 220 1165
3 1322 1264
4 321 1640
5 430 424
6 1720 1597
7 1941 1226
8 374 206
9 1856 759
10 1222 867
11 1884 370
12 23 201
13 863 1052
14 1171 1928
15 10 1029
16 742 1051
17 953 1987
18 186 1696
19 253 922
20 495 1300
21 1054 738
22 1640 1006
23 1227 23
24 1523 463
25 1298 1214
26 69 1541
27 1922 1099
28 642 603
29 1435 1390
30 1148 198
31 373 411
32 581 146
33 1455 1021
34 930 5
35 1179 788
36 1793 1328
37 664 941
38 1813 1079
39 317 679
40 823 308
41 698 394
42 563 601
43 1733 901
44 1627 1659
45 604 778
46 301 1537
47 1924 141
48 374 1292
49 799 709
50 908 1660
51 1388 932
52 25 1026
53 1126 134
54 1219 1767
55 1176 1722
56 1021 1151
57 251 401
58 828 572
59 773 896
60 1128 864
61 1895 609
62 314 1256
63 816 535
64 1582 176
65 1559 76
66 1089 1795
67 182 630
68 1776 1597
69 80 846
70 476 128
71 521 602
72 262 500
73 2005 952
74 908 797
75 1369 2004
76 244 799
77 1698 1930
78 1901 478
79 710 1692
80 780 1052
81 1787 982
82 1474 1933
83 22 114
84 625 619
85 1652 1479
86 682 477
87 262 1524
88 1673 68
89 301 254
90 1046 1213
91 27 1447
92 1564 719
93 290 1946
94 1321 1788
95 1764 603
96 1263 199
97 809 297
98 1093 999
99 731 277
100 1219 1633
101 1112 1528
102 227 1345
103 1411 1810
104 597 2018
105 328 213
106 802 1182
107 1628 308
108 1930 905
109 384 127
110 1121 526
111 1496 728
112 1151 1889
113 103 331
114 324 823
115 1232 935
116 1864 1371
117 503 1008
118 587 975
119 1765 1767
120 535 1127
121 1008 1229
122 796 1233
123 593 1483
124 1414 1207
125 1626 1096
126 847 1898
127 11 1538
128 344 103
129 1261 1888
130 1771 57
131 429 1978
132 342 195
133 1706 1321
134 1983 234
135 251 912
136 1270 1894
137 1388 446
138 678 747
139 1749 416
140 1583 1346
141 587 999
142 1969 690
143 1150 275
144 1399 1161
145 1937 1062
146 1841 552
147 1829 778
148 1138 943
149 1786 326
150 1346 1731
151 413 1453
152 1758 1145
153 623 456
154 1157 1437
155 1492 1907
156 571 1478
157 1206 2016
158 1516 1835
159 904 1799
160 1126 803
161 1059 561
162 1488 978
163 220 583
164 671 1392
165 1403 1615
166 1594 2003
167 1702 752
168 1583 1365
169 1477 1172
170 1686 1248
171 536 1562
172 1488 1345
173 2030 455
174 1050 713
175 742 318
176 429 1881
177 1153 702
178 692 1460
179 799 1821
180 336 338
181 1917 1180
182 1777 1072
183 1517 1179
184 367 1429
185 1023 422
186 459 169
187 1602 1449
188 240 830
189 1429 688
190 7 1990
191 1236 566
192 843 1898
193 518 5
194 784 398
195 1193 1524
196 1275 1951
197 1041 457
198 266 127
199 996 258
200 1555 68
201 515 24
202 1654 1389
203 1289 1972
204 602 270
205 1381 351
206 1204 1062
207 1772 398
208 470 1406
209 1625 980
210 1548 1998
211 1908 1448
212 912 989
213 368 1403
214 263 1526
215 1834 1976
216 224 1689
217 458 574
218 1525 1144
219 234 1302
220 313 1021
221 203 494
222 685 582
223 551 648
224 1222 529
225 1553 279
226 55 615
227 231 818
228 1937 1349
229 163 1554
230 228 1842
231 1341 245
232 198 981
233 597 1158
234 1445 1185
235 783 881
236 633 1405
237 394 658
238 1068 24
239 964 1363
240 1002 1294
241 1854 2028
242 816 186
243 1248 1838
244 408 126
245 1676 711
246 1423 1133
247 872 668
248 703 915
249 1094 504
250 366 1251
251 325 1648
252 1996 769
253 1671 1477
254 228 31
255 1445 936
256 1525 1813
257 1872 1011
258 418 1751
259 452 1865
260 559 947
261 1059 634
262 79 625
263 1454 1381
264 1305 1712
265 1642 178
266 1780 793
267 575 1149
268 1692 1801
269 964 912
270 874 95
271 1273 1603
272 1361 645
273 1652 1516
274 1141 854
275 556 374
276 280 925
277 1828 1286
278 1897 392
279 1191 29
280 1608 559
281 894 524
282 92 432
283 897 1939
284 1410 1834
285 1997 1504
286 973 587
287 1145 1920
288 1738 1723
289 195 231
290 1979 298
291 1346 971
292 410 1964
293 1820 1693
294 593 1393
295 770 710
296 691 1756
297 1972 1240
298 915 1091
299 1211 1437
300 561 1257
301 1360 797
302 1291 1306
303 2027 1967
304 1028 1019
305 1264 1030
306 958 1735
307 847 1552
308 96 904
309 436 239
310 1957 1402
311 270 945
312 279 1930
313 1734 227
314 775 1379
315 828 329
316 1501 1193
317 977 41
318 1626 899
319 504 462
320 837 739
321 33 1340
322 1221 152
323 1108 1538
324 844 1988
325 387 461
326 83 1969
327 323 644
328 1572 1916
329 1508 1691
330 1602 207
331 189 544
332 1124 595
333 1734 715
334 1096 349
335 93 1420
336 1944 1512
337 212 847
338 1169 1568
339 963 438
340 1890 1498
341 154 326
342 274 890
343 955 96
344 294 389
345 1866 1377
346 1465 2004
347 1746 38
348 1876 604
349 1154 1334
350 1041 639
351 1096 1688
352 1122 926
353 1559 337
354 1143 124
355 1545 1898
356 1935 1951
357 651 930
358 1352 896
359 1004 541
360 1794 1686
361 312 1338
362 356 186
363 86 1189
364 1028 1645
365 1810 58
366 380 1316
367 600 810
368 1271 1368
369 1348 234
370 1953 403
