1990 1990
1 1667 1733
2 265 28
3 1885 1949
4 546 365
5 1188 670
6 24 734
7 640 880
8 1257 1679
9 259 673
10 1258 944
11 1542 1254
12 1158 1804
13 1392 1453
14 1017 1613
15 353 1334
16 272 727
17 1548 1182
18 611 708
19 924 697
20 694 421
21 1736 189
22 1168 176
23 1577 903
24 1544 1822
25 822 1515
26 1823 1960
27 1232 1699
28 793 1463
29 47 786
30 1341 607
31 875 857
32 398 1952
33 516 1984
34 1445 210
35 1035 1493
36 1459 1017
37 1585 249
38 1906 485
39 563 1123
40 433 749
41 1764 1482
42 129 1868
43 1104 672
44 710 196
45 520 1121
46 398 849
47 1334 401
48 37 72
49 1002 1059
50 1623 476
51 1799 1979
52 1266 213
53 676 1392
54 57 478
55 1109 130
56 3 678
57 1697 848
58 219 708
59 75 731
60 906 1564
61 194 979
62 729 1977
63 263 1679
64 1185 1143
65 857 316
66 1491 707
67 538 469
68 1418 33
69 207 254
70 1031 613
71 617 767
72 1235 759
73 627 1298
74 727 27
75 771 1787
76 146 1008
77 103 23
78 395 888
79 1898 179
80 1949 190
81 114 19
82 1817 680
83 1335 1792
84 532 1416
85 641 1646
86 1507 1391
87 1264 1916
88 1224 1048
89 1668 1408
90 714 1680
91 775 849
92 1538 1914
93 1204 1179
94 1068 96
95 252 821
96 403 310
97 990 1304
98 85 1545
99 1108 707
100 897 1169
101 782 506
102 56 1105
103 49 1935
104 81 1445
105 306 1161
106 862 7
107 1377 110
108 57 613
109 1071 1481
110 865 1234
111 349 1377
112 685 333
113 197 1672
114 1104 782
115 482 1406
116 126 985
117 1615 1934
118 1510 81
119 730 1851
120 2 772
121 1240 621
122 288 805
123 1611 1778
124 592 1244
125 256 31
126 455 1733
127 1633 1219
128 924 1060
129 608 828
130 292 1358
131 1937 1721
132 1762 1610
133 1536 229
134 248 286
135 695 1376
136 1020 747
137 1537 1782
138 1723 229
139 237 643
140 1362 1954
141 1763 1318
142 137 1989
143 628 398
144 275 218
145 1310 410
146 1720 578
147 652 298
148 290 584
149 1125 782
150 366 1077
151 379 1825
152 481 1076
153 1513 1151
154 1425 1643
155 1987 924
156 1344 1665
157 830 755
158 504 189
159 1415 569
160 1968 289
161 793 1340
162 864 1235
163 689 1229
164 1436 202
165 1290 174
166 1345 1194
167 1803 1212
168 469 253
169 1675 220
170 191 236
171 1236 755
172 671 1269
173 55 998
174 1913 668
175 110 1007
176 306 1879
177 790 772
178 660 459
179 1863 1592
180 1731 1015
181 1143 237
182 173 1678
183 1813 1141
184 375 863
185 1931 1486
186 1235 1187
187 183 1860
188 502 711
189 1168 935
190 241 242
191 1316 741
192 567 1461
193 311 1908
194 1816 1799
195 1728 731
196 856 1164
197 259 1687
198 1429 1094
199 168 49
200 1414 1091
201 1455 897
202 372 304
203 1688 538
204 1029 1636
205 258 460
206 1740 1217
207 745 1461
208 960 1188
209 1612 67
210 1354 220
211 621 920
212 1504 891
213 260 1742
214 304 442
215 1132 1822
216 1974 1357
217 1605 445
218 80 737
219 646 1857
220 415 629
221 1833 740
222 219 1165
223 1532 495
224 1913 411
225 1307 866
226 837 1086
227 1658 1927
228 1424 1217
229 181 478
230 1301 1032
231 1935 1205
232 407 736
233 221 79
234 1138 1173
235 437 414
236 1962 222
237 380 1033
238 1194 224
239 837 617
240 1825 1243
241 184 1905
242 530 1180
243 791 346
244 315 219
245 313 310
246 1659 1567
247 733 1314
248 70 1463
249 1173 227
250 1041 473
251 1521 641
252 1903 941
253 932 1733
254 1586 1764
255 596 640
256 1977 736
257 422 202
258 64 1710
259 1658 1275
260 1026 1661
261 210 812
262 103 1326
263 52 235
264 301 1376
265 1762 1261
266 760 68
267 1830 476
268 546 104
269 1681 531
270 1793 709
271 1409 1773
272 960 1758
273 1473 1607
274 691 215
275 867 1602
276 396 1458
277 820 574
278 1756 1756
279 1622 1507
280 1729 414
281 542 1774
282 1694 1697
283 356 526
284 1212 843
285 1151 1164
286 1844 385
287 1754 1924
288 113 1188
289 1924 375
290 1170 780
291 1516 1672
292 1199 1208
293 1292 1450
294 494 900
295 1727 1384
296 699 1415
297 378 574
298 893 646
299 1658 83
300 288 438
301 47 552
302 1268 318
303 1826 735
304 1932 1853
305 1886 791
306 688 1697
307 1797 650
308 330 633
309 1897 463
310 568 1092
311 495 776
312 1744 1094
313 1411 1451
314 1936 1533
315 1268 177
316 1154 920
317 1526 1659
318 1081 1671
319 623 1311
320 1048 1385
321 465 319
322 186 908
323 1485 369
324 1683 1158
325 453 1749
326 1749 1130
327 703 1269
328 473 1052
329 921 1512
330 869 265
331 1349 1317
332 253 322
333 848 766
334 1930 877
335 986 668
336 15 315
337 1347 1677
338 899 512
339 1148 1213
340 1286 207
341 939 496
342 1448 257
343 215 82
344 415 1809
345 1696 993
346 1331 1285
347 876 845
348 1023 367
349 764 335
350 909 1977
351 1375 1406
352 289 214
353 1242 1557
354 1837 132
355 156 1324
356 36 1152
357 631 335
358 556 14
359 340 1082
360 1217 1742
361 1673 207
362 1416 459
363 1603 621
364 1957 1965
365 1034 1710
366 1643 1095
367 245 563
368 633 1304
369 1306 977
370 1239 899
371 1723 1375
372 1980 1245
373 979 725
