3300 3300
1 1485 403
2 3137 919
3 3037 1245
4 1998 957
5 1968 3144
6 2185 2992
7 2948 2646
8 3276 2135
9 835 753
10 1554 1836
11 216 258
12 2262 2462
13 2544 1528
14 2957 1772
15 2781 653
16 252 1948
17 2452 2883
18 98 2819
19 2117 2015
20 935 3067
21 1311 2026
22 2229 1005
23 2701 2405
24 3265 1703
25 2076 2272
26 841 1741
27 1222 1989
28 2821 556
29 2190 1281
30 1184 2154
31 1145 850
32 1604 2369
33 3049 598
34 3280 2294
35 111 1420
36 113 1365
37 2714 453
38 2967 2714
39 2562 1522
40 974 1170
41 1071 989
42 904 1008
43 2826 7
44 1444 1697
45 960 515
46 1208 186
47 2405 2736
48 1191 1936
49 1035 700
50 2950 1360
51 3160 1273
52 1360 1628
53 3177 2417
54 384 2657
55 2340 24
56 978 2811
57 2019 3092
58 1736 1254
59 3166 3121
60 1841 2955
61 1714 2142
62 2719 18
63 391 252
64 2054 933
65 451 1580
66 2689 768
67 4 1574
68 133 2810
69 1520 3148
70 242 705
71 3083 2496
72 2641 2314
73 1041 2711
74 139 2832
75 1152 2058
76 1348 1176
77 2300 81
78 1288 775
79 765 1561
80 2020 2955
81 2465 2306
82 2888 1168
83 655 46
84 1783 2721
85 1915 2553
86 2284 2994
87 1407 417
88 1559 355
89 2677 1015
90 95 3152
91 1397 1771
92 827 2658
93 14 2825
94 591 2174
95 1228 2653
96 1517 320
97 1325 19
98 983 2175
99 793 1806
100 2454 2480
101 3289 746
102 3059 1892
103 2463 652
104 3225 1385
105 3154 783
106 2396 1199
107 317 940
108 676 2647
109 2711 3273
110 189 2665
111 952 73
112 1897 1855
113 2303 2899
114 658 1
115 869 25
116 1587 2058
117 488 3211
118 2533 2167
119 3209 261
120 1086 1878
121 522 1933
122 1112 2918
123 2632 196
124 2447 3005
125 1196 2066
126 217 3202
127 1277 1991
128 745 2504
129 218 1
130 3106 3026
131 204 1636
132 1917 977
133 2678 2214
134 1245 1419
135 2535 1091
136 859 1386
137 1943 2689
138 793 3088
139 2262 267
140 1086 911
141 829 287
142 1155 1564
143 1715 635
144 2704 2663
145 451 1090
146 3262 2795
147 54 2091
148 40 1604
149 1976 1752
150 2452 3048
151 1038 2946
152 2583 1843
153 2738 1952
154 2799 2752
155 966 535
156 743 389
157 2422 857
158 64 634
159 877 2457
160 2979 2509
161 1230 1265
162 2079 3018
163 3147 701
164 2680 2555
165 1290 2971
166 548 683
167 1481 2659
168 3226 1434
169 3115 3062
170 2000 2388
171 2673 705
172 585 551
173 2007 772
174 1179 3194
175 2380 2428
176 69 1764
177 2371 2439
178 1548 472
179 1179 1334
180 3126 834
181 2743 2019
182 3011 2722
183 1502 1850
184 2588 1191
185 2498 598
186 3282 1439
187 3116 1744
188 2149 985
189 967 1235
190 2248 1787
191 1412 2216
192 2602 2305
193 2210 1528
194 9 1497
195 517 2283
196 1957 753
197 149 2552
198 697 1426
199 903 94
200 1626 998
201 1667 3249
202 2436 2545
203 3260 2570
204 1294 3199
205 2044 1291
206 899 661
207 1929 1678
208 2702 2720
