4230 4230
1 227 1797
2 2145 1482
3 743 1639
4 2183 1029
5 2750 1296
6 3713 1435
7 755 681
8 204 4121
9 3325 1851
10 3127 517
11 3510 442
12 1434 3703
13 1801 3152
14 383 2479
15 452 3781
16 4193 743
17 3115 1702
18 790 1804
19 2182 4143
20 3325 790
21 538 2840
22 2990 687
23 2335 1774
24 1628 3812
25 2753 3181
26 2152 1589
27 2208 1916
28 2675 3618
29 985 286
30 3117 2735
31 2907 2214
32 1961 724
33 2070 1234
34 25 4103
35 1166 2323
36 3764 3528
37 2818 2465
38 3965 1708
39 2379 516
40 2436 1890
41 3753 1246
42 235 2784
43 1316 4102
44 1197 1821
45 1142 2712
46 26 3960
47 1320 438
48 1613 2003
49 1594 3595
50 3672 871
51 1010 1875
52 1991 1765
53 2148 71
54 2442 4132
55 3738 2862
56 2497 569
57 3589 835
58 736 3288
59 3014 1323
60 62 475
61 1886 3989
62 1760 3547
63 1102 1969
64 1749 2198
65 3327 2467
66 1939 128
67 616 1596
68 2481 3077
69 1982 1886
70 2768 4180
71 3840 2560
72 2300 198
73 4105 371
74 1797 3039
75 2926 2092
76 4024 1963
77 2112 1860
78 1064 3874
79 1169 3480
80 1592 1230
81 860 3103
82 4124 3266
83 847 2856
84 1811 1498
85 1959 1395
86 1989 4073
87 4157 3380
88 1943 329
89 1186 317
90 1708 649
91 1853 694
92 1543 1503
93 3216 3550
94 357 2832
95 1323 4220
96 2058 2456
97 830 161
98 1675 3969
99 1315 3340
100 1469 814
101 4156 1573
102 3612 1541
103 2824 1121
104 3160 1751
105 1615 1144
106 928 1798
107 1431 3460
108 3920 4062
109 1642 3549
110 3159 3237
111 173 3924
112 453 4154
113 695 3084
114 3050 1983
115 2576 151
116 2493 860
117 461 2183
118 1696 318
119 3095 1601
120 1992 1300
121 972 119
122 62 294
123 1082 1421
124 3002 1124
125 3723 3740
126 3603 263
127 2461 1803
128 11 1661
129 411 119
130 942 965
131 2863 1424
132 1242 1630
133 32 1932
134 2063 718
135 2798 3737
136 402 2349
137 2517 776
138 813 3330
139 1063 4029
140 1802 1254
141 1369 3819
142 1208 1454
143 3272 3870
144 355 2211
145 1360 613
146 2966 3243
147 1298 4224
148 1069 242
149 767 1560
150 2162 599
151 2737 562
152 3062 3244
153 451 3500
154 799 4080
155 3592 3289
156 2942 1680
157 3763 332
158 4040 1352
159 2814 1852
160 1732 1582
161 4206 3321
162 3059 1297
163 1109 2886
164 2792 3504
165 914 1819
166 3756 1787
167 375 2573
168 2635 2555
169 888 2256
170 1955 2848
171 2302 156
172 3292 4077
173 3525 1394
174 174 2698
175 2181 653
176 1851 60
177 492 632
178 1619 39
179 39 3911
180 2550 1586
181 2293 198
182 2379 1566
183 1513 2765
184 2950 140
185 822 1563
186 3141 2780
187 121 2387
188 3561 3968
189 2085 1312
190 1063 1544
191 202 2506
192 3274 2381
193 1123 1809
194 203 2993
195 2026 525
196 2404 722
197 3864 569
198 25 2203
199 1165 2007
200 1071 311
201 3974 3808
202 3308 390
203 921 3511
204 4006 1381
205 1288 3934
206 255 1071
207 2911 2746
208 725 3969
209 2581 218
210 1523 3893
211 1290 203
212 1880 4212
213 3923 381
214 4019 2492
215 1609 1716
216 2073 209
217 660 2868
218 3631 1408
219 2021 643
220 1278 797
221 3274 2455
222 3060 3133
223 3528 2438
224 1227 526
225 688 4010
226 4151 3545
227 1462 3521
228 55 797
229 2196 1267
230 1751 3055
231 711 3738
232 2177 2497
233 3768 2106
234 2218 3860
235 2701 3064
236 3252 2686
237 3206 1699
238 2185 2891
239 1407 1109
240 747 2751
241 21 2226
242 427 2497
243 3845 2012
244 855 2675
245 2989 638
246 1845 2112
247 2528 3076
248 1385 3745
249 1163 1677
250 2562 1285
251 2117 3621
252 3592 351
253 1848 1141
254 2039 2637
255 7 4016
256 2249 1482
257 270 2979
258 768 982
259 89 2530
260 431 2243
261 1433 89
262 3483 1797
263 3550 1538
264 321 2826
265 127 2762
266 1869 607
267 256 2026
268 2958 1074
269 372 265
270 4019 2262
271 2607 1058
272 860 3687
273 3619 2660
274 844 3144
275 1736 3957
276 3952 523
277 1529 1166
278 3844 1842
279 1153 2494
280 2376 4194
281 4066 1249
282 3864 35
283 141 1632
284 3705 742
285 2393 3750
286 3232 266
287 3843 613
288 1859 1716
289 2005 3984
290 2843 182
291 2216 2503
292 352 3042
293 1261 3280
294 3410 1663
295 3138 2409
296 957 2933
297 4049 2451
298 680 3836
299 1454 3127
300 3506 3922
301 1333 3597
302 3332 3354
303 1385 4158
304 2688 891
305 3624 3304
306 522 3057
307 1147 3331
308 1348 2858
309 35 2637
310 2692 419
311 3360 1400
312 1771 1851
313 2105 1147
314 2529 1124
315 1609 2383
316 1729 623
317 3658 1289
318 729 4152
319 2253 4127
320 2484 2462
321 106 1154
322 1542 247
323 53 3627
324 2419 3854
325 2916 3856
326 1329 3266
327 2941 125
