3510 3510
1 242 1599
2 3213 1662
3 2064 2699
4 1083 2820
5 810 1452
6 815 2582
7 459 3154
8 1473 1
9 2173 3425
10 178 1378
11 1027 2039
12 431 627
13 2163 766
14 456 645
15 2870 2594
16 797 2960
17 2011 2867
18 2153 675
19 815 325
20 3422 2466
21 254 3184
22 1460 2391
23 1288 3349
24 1225 2597
25 124 2778
26 1608 2631
27 1324 1772
28 3094 1626
29 2262 512
30 2491 587
31 3226 3229
32 1014 1088
33 2731 2525
34 320 1258
35 2906 2298
36 3361 1987
37 991 1868
38 663 2004
39 3451 1970
40 823 397
41 1391 906
42 2873 3056
43 2234 1791
44 887 3488
45 1251 1455
46 2640 2239
47 2140 639
48 1954 2913
49 2883 274
50 937 1944
51 1073 34
52 2052 1432
53 1692 255
54 3049 358
55 781 3423
56 1088 279
57 521 73
58 3023 1988
59 2239 776
60 1315 37
61 1256 3055
62 2548 2996
63 2758 616
64 252 3261
65 480 2115
66 2391 1690
67 1924 1789
68 2848 108
69 2095 2685
70 1439 1502
71 3385 2024
72 357 2543
73 1304 639
74 2143 364
75 3207 2495
76 2403 3109
77 3113 2844
78 1385 677
79 2216 2376
80 2966 3238
81 2730 440
82 1779 2260
83 1386 1020
84 3108 2449
85 2932 1088
86 174 1738
87 1289 710
88 345 2082
89 1525 1067
90 2486 1905
91 992 649
92 843 2717
93 454 3501
94 1664 2928
95 3364 890
96 1781 879
97 2662 3291
98 1869 1133
99 2282 2185
100 2367 1619
101 2468 691
102 3475 126
103 794 529
104 2591 1249
105 2320 274
106 343 2582
107 1855 3405
108 192 3374
109 3171 1116
110 1094 2603
111 710 927
112 1092 1676
113 2522 2770
114 2957 948
115 246 1960
116 32 1775
117 3493 2464
118 181 2043
119 2186 616
120 329 477
121 1179 3430
122 1193 2303
123 1352 2998
124 369 657
125 1114 2741
126 1904 27
127 319 3011
128 498 1027
129 2064 3118
130 510 83
131 137 3334
132 2375 2798
133 2798 837
134 2403 2760
135 3248 1731
136 678 2994
137 2476 2141
138 1019 1426
139 760 2613
140 2315 3464
141 369 1820
142 341 2970
143 1089 2268
144 600 614
145 3238 3168
146 2738 2031
147 1979 2695
148 2651 1522
149 547 2331
150 2206 331
151 482 362
152 2407 3114
