1310 1310
1 1224 397
2 514 139
3 974 902
4 287 384
5 348 1134
6 915 177
7 1269 1161
8 992 153
9 131 668
10 155 589
11 588 606
12 1065 114
13 807 484
14 357 37
15 1209 587
16 856 274
17 300 1238
18 484 236
19 861 448
20 1018 1261
21 644 632
22 1256 355
23 526 457
24 324 469
25 79 21
26 1126 29
27 574 278
28 89 702
29 1070 93
30 214 626
31 1003 904
32 1160 23
33 156 1109
34 496 729
35 448 820
36 732 738
37 155 298
38 901 283
39 813 980
40 186 996
41 438 345
42 486 449
43 1264 1233
44 950 74
45 205 495
46 396 113
47 606 297
48 715 742
49 881 80
50 767 61
51 781 557
52 282 552
53 645 504
54 489 1121
55 370 373
56 83 1045
57 996 1298
58 904 744
59 1116 567
60 716 715
61 267 968
62 692 740
63 283 961
64 1142 535
65 636 17
66 1194 183
67 333 646
68 865 1267
69 605 816
70 303 882
71 158 143
72 1134 97
73 904 444
74 832 650
75 1201 571
76 798 15
77 146 60
78 622 293
79 327 1044
80 475 339
81 927 749
82 76 1253
83 186 679
84 160 1115
85 525 19
86 411 1130
87 1127 279
88 926 524
89 62 1112
90 1037 761
91 67 759
92 349 903
93 698 756
94 747 113
95 1092 1172
96 1111 1265
97 8 1266
98 650 372
99 233 128
100 102 1104
101 353 43
102 540 322
103 365 757
104 25 905
105 334 646
106 709 1256
107 187 525
108 190 1174
109 833 2
110 16 1029
111 308 526
112 476 725
113 715 1156
114 697 758
115 340 929
116 383 1106
117 636 742
118 168 391
119 242 15
120 702 69
121 362 824
122 46 496
123 185 452
124 212 232
125 207 542
126 1002 856
127 1005 839
128 412 256
129 120 478
130 244 1212
131 474 1003
132 1108 1299
133 83 1203
134 1072 199
135 504 373
136 313 966
137 775 23
138 319 375
139 24 1006
140 683 228
141 460 409
142 808 851
143 1041 1053
144 391 295
145 1170 1184
146 394 117
147 573 737
148 70 634
149 664 1023
150 830 813
151 1012 64
152 559 212
153 327 1110
154 1118 972
155 984 1201
156 884 935
157 1305 780
158 107 508
159 919 1296
160 340 164
161 954 472
162 620 627
163 678 397
164 714 986
165 1126 324
166 681 190
167 291 1134
168 844 1147
169 1030 913
170 507 674
171 501 1280
172 529 1015
173 524 759
174 652 213
175 1152 305
176 505 690
177 1204 35
178 162 223
179 858 165
180 261 456
181 927 1136
182 234 1094
183 881 265
184 985 808
185 385 730
186 176 1293
187 1257 1
188 949 667
189 524 1282
190 1271 1178
191 1010 590
192 220 326
193 429 799
194 539 1154
195 1172 31
196 275 1270
197 217 667
198 156 597
199 107 572
200 1125 321
201 512 1079
202 182 278
203 780 1259
204 1286 249
205 528 1194
206 505 248
207 1152 611
208 508 304
209 433 249
210 384 1288
211 487 1265
212 59 663
213 1130 707
214 812 560
215 581 1118
216 491 1060
217 297 380
218 351 1192
219 499 990
220 987 350
221 376 1175
222 522 386
223 884 18
224 77 794
225 1128 365
226 662 698
227 285 996
228 551 1265
229 1288 879
230 933 1080
231 995 831
232 1292 628
233 624 201
234 188 561
235 651 228
236 1225 459
237 658 1157
238 622 135
239 940 978
240 704 797
241 444 1029
242 762 277
243 763 201
244 502 701
245 297 42
246 330 494
247 123 1153
248 874 804
249 489 72
250 221 1028
251 158 1182
252 894 242
253 33 270
254 1106 243
255 736 246
256 544 906
257 1005 32
258 1060 503
259 909 1046
260 296 750
261 1093 236
262 1147 633
263 715 753
264 854 960
265 833 9
266 709 906
267 605 718
268 593 924
269 454 807
270 649 988
271 1080 1061
272 766 564
273 834 948
274 335 39
275 1013 337
276 694 716
277 736 97
278 1257 221
279 273 853
280 645 608
281 723 558
282 299 587
283 1022 803
284 1246 1284
285 657 331
286 309 887
287 153 1280
288 299 715
289 1299 1308
290 1065 1095
291 101 1273
292 217 148
293 944 43
294 905 204
295 293 1191
296 1274 819
297 1231 185
298 1298 83
299 449 667
300 262 314
301 67 896
302 860 659
303 127 1230
304 1033 1245
305 533 536
306 131 140
307 1193 422
308 382 100
309 180 1125
310 66 1041
311 1026 75
312 290 272
313 134 523
314 471 229
315 592 744
316 631 1112
317 130 1134
318 99 518
319 621 1150
320 1305 886
321 1291 1144
322 731 1081
323 769 778
324 412 547
325 198 920
326 997 135
327 128 968
328 768 426
329 1232 1109
330 846 114
331 619 23
332 498 493
333 328 239
334 848 281
335 1264 1123
336 1142 1236
337 467 969
338 500 792
