2230 2230
1 1140 614
2 1887 1129
3 528 1294
4 138 1408
5 787 1168
6 2107 729
7 22 1169
8 1444 1925
9 246 367
10 454 1557
11 1763 1576
12 1579 1487
13 865 1290
14 991 347
15 799 1338
16 1136 955
17 1688 2058
18 450 1583
19 1873 307
20 252 703
21 226 1241
22 1819 718
23 1774 270
24 2222 1488
25 245 758
26 2215 351
27 1626 437
28 1199 1833
29 487 279
30 1286 1267
31 1514 1705
32 377 1765
33 669 1621
34 1736 2139
35 89 736
36 2182 335
37 317 1556
38 2067 1133
39 1297 1736
40 1200 176
41 758 129
42 160 1930
43 1414 1564
44 1454 1514
45 989 2149
46 713 1907
47 1065 1647
48 1543 1405
49 2046 1801
50 1115 843
51 632 1782
52 1771 1765
53 592 750
54 390 1253
55 21 357
56 1259 1503
57 2162 1942
58 641 75
59 723 2166
60 15 1275
61 1322 1268
62 327 787
63 1807 747
64 1197 536
65 1745 1388
66 991 1088
67 1012 1079
68 1118 1061
69 784 258
70 2043 1746
71 358 690
72 1566 177
73 1260 130
74 565 237
75 1174 981
76 997 744
77 640 1675
78 661 2088
79 1744 1477
80 613 1112
81 1225 1103
82 1015 783
83 1453 511
84 160 914
85 149 716
86 1288 209
87 1418 1077
88 1042 1808
89 1936 1025
90 1643 1018
91 2086 997
92 1207 532
93 532 2156
94 358 1280
95 230 463
96 2183 563
97 1467 1740
98 496 89
99 740 1261
100 133 1032
101 561 1966
102 284 767
103 1063 2068
104 1086 103
105 37 1243
106 2148 363
107 1031 1405
108 118 130
109 60 2061
110 1133 180
111 1870 1497
112 306 709
113 741 1063
114 1816 556
115 369 2075
116 108 194
117 320 2190
118 1350 880
119 359 1094
120 1801 535
121 719 1064
122 513 1196
123 334 1372
124 363 2058
125 1406 2177
126 1448 626
127 415 110
128 1653 1070
129 621 319
130 1004 1345
131 400 1676
132 1821 1565
133 344 318
134 455 79
135 672 27
136 2175 269
137 422 653
138 1520 1144
139 1069 2092
140 1049 531
141 1810 946
142 788 1389
143 1931 733
144 1989 236
145 2199 2187
146 444 772
147 1373 132
148 1252 875
149 207 993
150 1966 1511
151 2113 2077
152 2127 181
153 434 1427
154 506 764
155 1510 1821
156 1034 1526
157 452 473
158 1027 392
159 1443 218
160 929 505
161 85 1181
162 1128 1642
163 1028 397
164 635 971
165 1419 1556
166 1671 110
167 1496 1515
168 464 1761
169 700 1278
170 1389 1324
171 411 842
172 789 1351
173 989 1204
174 605 1411
175 281 537
176 65 1875
177 424 1299
178 1478 2134
179 1861 264
180 908 1905
181 1234 1958
182 2205 1801
183 207 1324
184 1383 424
185 868 30
186 690 833
187 417 97
188 1037 2071
189 1642 1421
190 1395 1369
191 71 2092
192 1923 1184
193 645 1969
194 1620 954
195 1522 913
196 1214 1248
197 1570 2226
198 722 2062
199 794 1556
200 597 1983
201 609 1170
202 2145 1103
203 1370 2054
204 703 1221
205 1521 659
206 1656 1675
207 1187 1484
208 360 1889
209 1480 1819
210 479 2155
211 4 2138
212 1626 961
213 274 38
214 1225 2224
215 775 505
216 1255 850
217 165 702
218 1409 875
219 683 55
220 1009 1595
221 803 568
222 666 664
223 1387 1118
224 2180 691
225 950 913
226 229 1393
227 7 1296
228 1787 709
229 1402 1882
230 502 1222
231 1742 1773
232 436 474
233 1347 1884
234 1171 92
235 1022 2163
236 701 409
237 1418 1319
238 277 1654
239 771 1829
240 374 229
241 1059 567
242 1159 855
243 2116 184
244 41 768
245 980 66
246 1008 932
247 257 514
248 1108 272
249 343 491
250 1548 1819
251 890 129
252 1683 1004
253 1906 742
254 454 1297
255 2149 1514
256 699 1343
257 1785 615
258 802 520
259 1388 1258
260 307 1350
261 744 849
262 898 155
263 734 1648
264 848 1326
265 1105 1969
266 1951 720
267 2179 1107
268 103 2007
269 329 1691
270 1319 546
271 1753 782
272 1290 2077
273 582 1647
274 2176 208
275 1909 78
276 1614 367
277 1090 90
278 1579 629
279 327 1653
280 1078 2053
281 1096 1864
282 86 1771
283 1755 1079
284 1464 1979
285 95 1085
286 1105 1058
287 1438 216
288 1032 906
289 1798 173
290 405 1994
291 11 1102
292 1691 1485
293 384 227
294 1706 155
295 265 2123
296 559 1850
297 1079 1615
298 1870 183
299 1237 1147
300 1050 1641
301 1406 188
302 1983 1419
303 1804 377
304 1473 695
305 1065 332
306 553 235
307 373 2076
308 67 934
309 1844 484
310 1141 1698
311 1204 1040
312 531 2093
313 1342 1867
314 368 1661
315 992 2206
316 402 1647
317 25 150
318 2004 1604
319 654 74
320 2180 2197
321 1776 821
322 2020 463
323 2146 539
324 979 881
325 835 158
326 585 1558
327 1188 2000
328 1119 995
329 1010 920
330 633 1096
331 322 1537
332 1995 1035
333 1204 2007
334 927 1426
335 2095 1871
336 1423 584
337 1701 226
338 1453 679
339 1684 700
340 1544 1695
341 299 661
342 400 1700
343 783 1890
344 1834 661
345 1643 2102
346 1372 278
347 186 2038
348 2046 1688
349 1298 1538
350 399 1405
351 926 754
352 819 68
353 1047 1475
354 1166 270
355 94 1419
356 676 81
357 1336 1061
358 1108 333
359 1537 1351
360 1938 2079
361 1411 1439
362 84 654
363 292 79
364 618 277
365 1510 1782
366 2227 538
367 296 2155
368 1552 147
369 409 879
370 2082 12
371 1010 1534
372 1998 49
373 790 312
374 1338 1699
375 1513 1503
376 1440 345
377 918 2031
378 1984 99
379 2192 2108
380 436 778
381 1880 1387
382 1003 2120
383 741 1513
384 595 1115
385 1265 458
386 1689 2069
387 124 1907
388 465 1081
389 1717 1713
390 67 1459
391 2166 1210
392 1650 1638
393 1156 1039
394 2159 2153
395 1044 489
396 1381 1774
397 426 251
398 764 367
399 676 1803
400 997 1654
401 1707 1436
402 915 1074
403 1662 465
404 1748 1044
405 189 397
406 203 2170
407 606 2229
408 1715 51
409 1091 156
410 1182 2142
411 1904 1625
412 2219 1962
413 1374 388
414 380 2218
415 1226 651
416 416 192
417 212 463
418 657 1966
419 360 1621
420 1302 2195
421 1218 1666
422 1902 904
423 244 968
424 1897 79
425 1441 2140
426 1331 1241
427 1886 2113
428 1965 2018
429 1104 969
430 613 1752
431 37 2167
432 1717 1279
433 1285 82
434 1662 1472
435 1036 163
436 1022 717
437 2150 1972
438 521 2130
439 1876 2051
440 477 138
441 400 1083
442 765 647
443 1496 2121
444 2115 321
445 2205 1551
446 1696 1809
447 872 155
448 1510 979
449 220 494
450 1052 616
451 1930 275
452 641 960
453 1899 1247
454 493 1234
455 1268 1658
456 1314 1492
457 642 381
458 217 533
459 1352 431
460 822 1869
461 99 212
462 432 1659
463 419 44
464 434 1293
465 1432 1785
466 753 1133
467 215 977
468 1007 1885
469 634 856
470 2136 1868
471 1172 1954
472 960 875
473 770 1269
474 1258 1093
475 1687 1442
476 82 447
477 198 924
478 651 229
479 804 1419
480 741 378
481 2169 1015
482 2168 132
483 1411 1948
484 987 1697
485 771 1371
486 97 1514
487 858 440
488 1542 1642
489 1320 1774
490 2209 1001
491 797 2162
492 1643 50
493 745 855
494 1201 246
495 856 563
496 2204 99
497 749 272
498 351 2123
499 1053 1116
500 1929 584
501 2206 334
502 1203 1271
503 76 602
504 978 391
505 1304 2222
506 1547 815
507 1737 255
508 627 1698
509 190 1518
510 1273 501
511 1743 1289
512 886 706
513 154 1713
514 1847 1851
515 796 1027
516 1838 1077
517 2123 1000
518 601 2079
519 52 578
520 1897 1706
521 1666 1959
522 1005 1299
523 302 1420
524 649 332
525 281 2085
526 215 2036
527 472 1202
528 2202 1515
529 2206 2057
530 1345 2140
531 1040 928
532 1198 314
533 144 2
534 2024 1308
535 263 530
536 671 502
537 1512 1083
538 1975 1513
539 136 865
540 1293 1977
541 56 246
542 812 1959
543 1901 295
544 1535 1093
545 195 1686
546 66 1195
547 1803 908
548 2106 507
549 1417 368
550 1120 1993
551 1843 2145
552 1109 543
553 1512 1125
554 1546 355
555 1405 1147
556 1529 1437
557 1174 1634
558 682 1860
559 533 401
560 341 1715
561 129 868
562 755 1021
563 1166 853
564 1271 889
565 1696 50
566 755 1865
567 401 1082
568 1632 886
569 2046 1773
570 62 1887
571 2154 1026
572 2127 824
573 1719 1482
574 883 937
575 1816 1287
576 1873 1628
577 166 623
578 1355 1050
579 1100 1305
580 2157 1988
581 32 2031
582 1540 1592
583 578 1713
584 43 698
585 1281 735
586 440 1279
587 226 2148
588 508 1314
589 1527 54
590 1263 2010
591 164 965
592 33 2104
593 1083 1672
594 835 1604
595 1829 1921
596 1105 2032
597 823 1623
598 151 1001
599 1484 1016
600 405 1811
601 1735 2114
602 2160 44
603 1817 814
604 855 1968
605 141 2140
606 1830 1913
607 2115 1885
608 124 1439
609 946 1215
610 2099 1298
611 2138 971
612 715 733
613 801 1764
614 1659 1305
615 1663 223
616 339 1028
617 2168 295
618 400 2135
619 1400 674
620 1955 1596
621 899 404
622 23 1096
623 1311 1149
624 1008 1269
625 1623 1292
626 154 133
627 427 1661
628 926 1326
629 496 1998
630 1693 2194
631 2182 543
632 2178 726
633 364 702
634 464 691
635 1301 896
636 1119 1170
637 841 771
638 127 2083
639 1105 1844
640 432 1980
641 1772 238
642 1500 1730
643 718 485
644 378 1838
645 1508 2122
646 1364 1651
647 2174 70
648 1316 1848
649 135 587
650 1129 892
651 1046 1989
652 1413 913
653 985 1004
654 81 1412
655 1552 163
656 855 614
657 259 51
658 283 130
659 1819 420
660 1056 1589
661 2047 771
662 2127 2141
663 389 1332
664 1266 810
665 2087 685
666 643 1750
667 1323 1347
668 645 112
669 1875 1660
670 395 2149
671 776 330
672 1207 1017
673 610 1932
674 404 863
675 1654 830
676 737 2066
677 527 427
678 1999 828
679 1694 1512
680 153 1332
681 156 252
682 694 72
683 20 116
684 1702 217
685 1344 270
686 1054 698
687 788 1405
688 1533 1639
689 53 97
690 1154 1429
691 1171 1551
692 1906 1770
693 892 362
694 1387 2088
695 785 681
696 2174 1059
697 682 660
698 1582 2105
699 463 1469
700 846 380
701 1207 1810
702 2203 2220
703 984 878
704 2129 1548
705 477 1526
706 1111 717
707 932 169
708 610 503
709 2148 2148
710 1905 1402
711 1758 255
712 2176 2026
713 424 1619
714 1032 1424
715 451 1866
716 2144 368
717 1440 486
718 51 2116
719 1738 1174
720 1312 1289
721 1064 1072
722 1427 1048
723 248 940
724 701 226
725 2142 1916
726 1546 97
727 2131 942
728 580 1741
729 304 678
730 710 1227
731 988 2020
732 995 1426
733 672 363
734 569 1633
735 1490 1787
736 744 475
737 702 1029
738 2049 1175
739 1819 1221
740 1820 603
741 1834 1694
742 195 208
743 1948 1018
744 1653 557
745 1451 1098
746 1074 1461
747 963 395
748 418 89
749 151 746
750 1831 495
751 1206 637
