2670 2670
1 2543 759
2 2554 1742
3 2324 503
4 2097 2155
5 1816 1169
6 1101 1507
7 1014 1789
8 1899 699
9 102 561
10 2361 2390
11 1208 959
12 1931 1831
13 792 2257
14 1739 1565
15 995 1872
16 343 1820
17 1402 1094
18 649 610
19 2473 2292
20 917 1496
21 2490 575
22 1900 1861
23 1293 1682
24 1581 648
25 2364 1599
26 1531 2321
27 99 1926
28 2191 1625
29 1569 1339
30 1133 1614
31 687 500
32 2209 283
33 1172 845
34 592 434
35 148 597
36 900 930
37 2580 230
38 2096 2617
39 684 1328
40 1743 899
41 1880 1831
42 1122 1396
43 1807 1229
44 2133 1552
45 276 726
46 814 342
47 1842 1268
48 644 316
49 1522 1920
50 1460 771
51 2205 1983
52 988 1383
53 1426 353
54 2669 296
55 2287 597
56 1259 406
57 514 2401
58 2253 1290
59 29 2179
60 743 2656
61 27 2427
62 1983 1365
63 2290 431
64 267 141
65 1900 2271
66 1562 78
67 834 1898
68 936 1593
69 90 1097
70 1161 1727
71 1574 870
72 2482 1999
73 638 1230
74 2608 1851
75 2201 375
76 1942 2093
77 2501 854
78 465 1859
79 2189 2066
80 681 1856
81 2019 2454
82 626 321
83 994 700
84 95 287
85 869 117
86 1142 1714
87 1932 667
88 1539 2432
89 2219 1752
90 1775 1099
91 365 1176
92 1969 2106
93 1150 547
94 2239 1784
95 2326 1078
96 2302 755
97 2345 530
98 2227 1642
99 1233 14
100 1541 555
101 1716 828
102 80 33
103 1550 1473
104 1435 1607
105 1851 2478
106 1247 1294
107 1275 287
108 1271 76
109 2552 882
110 383 2670
111 1692 2136
112 1260 1348
113 2150 1772
114 434 1624
115 728 304
116 424 866
117 2305 263
118 743 696
119 2162 1187
120 648 1846
121 1730 153
122 535 2140
123 2601 989
124 1836 1389
125 932 1648
126 2501 1549
127 635 980
128 80 613
129 1945 221
130 1415 2090
131 745 1843
132 473 1384
133 1604 1
134 2461 1765
135 1516 672
136 2108 123
137 2621 190
138 328 2242
139 2645 1035
140 153 1712
141 1702 872
142 2324 2363
143 2317 2383
144 2583 132
145 1292 1257
146 2563 1824
147 748 1076
148 645 806
149 789 338
150 404 927
151 2120 1817
152 1548 2628
153 1670 1868
154 60 1772
155 1311 1871
156 75 831
157 2043 1847
158 97 1159
159 578 1950
160 2479 509
161 989 239
162 503 1663
163 2290 1052
164 2409 1706
165 329 287
166 623 2052
167 1282 2194
168 1821 1223
169 415 27
170 345 291
171 1072 2568
172 442 2166
173 1588 522
174 640 163
175 2265 2618
176 1573 399
177 158 2654
178 2503 617
179 999 264
180 2218 1310
181 1690 737
182 881 1114
183 1068 1126
184 2467 1113
185 1629 1332
186 301 2328
187 1389 553
188 1876 1847
189 2420 1025
190 1454 1960
191 1993 2040
192 52 146
193 2312 2511
194 1715 722
195 1871 412
196 1222 1206
197 1502 807
198 1571 1725
199 292 903
200 2139 2638
201 344 1216
202 1918 2571
203 1627 343
204 1686 1095
205 2273 622
206 1942 1725
207 102 1803
208 2315 90
209 794 2005
210 720 2
211 821 821
212 2353 791
