2620 2620
1 1264 926
2 1228 1865
3 227 2155
4 938 1955
5 1879 771
6 1760 2016
7 2171 488
8 1224 2414
9 817 255
10 1146 1091
11 1263 1559
12 355 1705
13 412 808
14 1775 2447
15 1861 1404
16 1462 941
17 2322 1837
18 899 63
19 622 2093
20 2238 802
21 1172 1958
22 1756 287
23 2522 2094
24 1400 1480
25 1747 858
26 1197 1180
27 1388 1921
28 313 2123
29 1054 2043
30 2436 306
31 60 71
32 1962 2332
33 2002 2010
34 1753 1829
35 1912 1549
36 1026 713
37 2257 2509
38 137 1057
39 2422 2440
40 198 553
41 1832 2595
42 875 1094
43 653 22
44 1992 874
45 25 2111
46 570 1592
47 339 1211
48 1771 1222
49 685 1893
50 1449 1343
51 2078 348
52 781 734
53 1766 2307
54 1385 1684
55 2155 971
56 2201 2006
57 2111 2569
58 11 375
59 648 497
60 2186 1407
61 483 871
62 840 1868
63 1984 1955
64 2038 1067
65 142 486
66 1955 2222
67 1118 150
68 2095 2077
69 1636 1190
70 1195 1107
71 1406 295
72 1174 2518
73 1103 422
74 1418 1437
75 2403 740
76 1335 1405
77 1778 682
78 1703 786
79 2422 1236
80 2279 2216
81 2136 1944
82 1688 433
83 1017 1831
84 1310 1588
85 1173 128
86 785 2347
87 513 2272
88 2421 2265
89 2562 840
90 1699 335
91 2361 1197
92 868 756
93 1956 2493
94 718 830
95 1064 1186
96 1777 724
97 1965 2408
98 716 1273
99 1867 1570
100 1064 905
101 2407 10
102 552 2110
103 581 1409
104 497 2264
105 2443 605
106 475 2490
107 278 313
108 689 225
109 1715 1856
110 2302 2077
111 1928 461
112 2133 2603
113 1484 1846
114 794 1132
115 1797 41
116 1073 1176
117 2116 1568
118 1179 2551
119 2043 584
120 1390 458
121 678 251
122 1638 1725
123 1842 951
124 1653 87
125 521 770
126 823 2195
127 569 2281
128 1986 1641
129 2613 1398
130 1419 492
131 2281 2298
132 2078 511
133 2422 1501
134 1090 2054
135 2109 631
136 1705 907
137 1174 1522
138 323 2592
139 1697 2573
140 437 202
141 456 1117
142 1452 354
143 1131 1150
144 2401 1691
145 2060 792
146 1191 45
147 1541 914
148 1894 1812
149 1488 339
150 471 580
151 13 1603
152 1654 1943
153 1301 804
154 2471 1959
155 1675 2561
156 1272 2563
157 1079 2035
158 1897 2472
159 554 1303
160 153 2168
161 509 2219
162 1653 693
163 1143 705
164 727 2287
165 1489 1036
166 1084 884
167 917 1403
168 1180 1519
169 1110 891
170 1317 2147
171 388 173
172 263 2213
173 613 2509
174 1519 1612
175 382 2281
176 939 2073
177 1292 1221
178 797 2262
179 693 1862
180 1058 2602
181 2011 2553
182 1213 658
183 1491 1173
184 1216 1010
185 2010 1841
186 902 411
187 2416 375
188 1069 240
189 1296 1439
190 1402 130
191 1632 184
192 2291 1281
193 2565 1076
194 888 2095
195 522 2431
196 1157 1683
197 1373 1110
198 2087 1791
199 458 1195
200 1133 1341
201 1487 2296
202 457 2116
203 1187 855
204 551 1228
205 1479 189
206 297 1995
207 698 844
208 144 1800
209 2512 2325
210 2002 1733
211 325 2290
212 352 1949
213 579 630
214 53 2397
215 1109 2371
216 1328 1691
217 1042 2073
218 867 2320
219 1373 2431
220 1761 194
221 834 39
222 45 2162
223 1237 157
224 1939 1274
225 673 1440
226 1918 271
227 1820 608
228 286 1421
229 1917 1007
230 1045 807
231 2226 2123
232 1857 824
233 2203 2159
234 719 246
235 443 2550
236 986 781
237 1717 2112
238 153 1004
239 1065 2386
240 1747 2136
241 1857 1340
242 1397 2257
243 2174 937
244 2300 285
245 2535 2011
246 2128 2126
247 1952 1075
248 2579 892
249 2579 2132
250 363 527
251 1795 459
252 2035 2342
253 2600 881
254 1854 1759
255 19 1860
256 2525 2453
257 1746 2171
258 1594 1972
259 539 2169
260 2226 2192
261 2229 1967
262 804 2452
263 487 361
264 1686 1084
265 1168 1446
266 1760 1481
267 1663 1191
268 623 2412
269 1983 1178
270 1464 21
271 1209 1311
272 1648 2425
273 1 43
274 1406 439
275 743 2411
276 2159 2547
277 2152 1699
278 1465 2076
279 2599 364
280 1015 63
281 911 730
282 704 1599
283 2245 1170
284 2607 695
285 1015 1111
286 2298 710
287 617 31
288 1501 1837
289 1587 1429
290 1416 1478
291 2030 1608
292 2599 148
293 2154 619
294 2295 1431
295 684 647
296 2170 2609
297 2193 1820
298 2571 913
299 1195 1240
300 1802 1719
301 906 1360
302 1392 2424
303 1445 512
304 252 20
305 2270 909
306 1241 1333
307 1716 1540
308 1124 1270
309 2152 602
310 580 2523
311 2222 1319
312 1174 2607
313 1512 2448
314 1252 2287
315 731 204
316 2201 1701
317 277 1120
318 1456 65
319 2387 1805
320 2296 2386
321 1868 730
322 2185 301
323 1793 583
324 1607 2549
325 2126 822
326 1795 2263
327 993 448
328 1644 2604
329 1930 297
330 1516 2194
331 2547 1287
332 2251 280
333 433 2124
334 315 480
335 170 923
336 2609 796
337 1516 474
338 1999 253
339 2254 313
340 2347 1462
341 2049 293
342 34 1752
343 658 1813
344 1688 2112
345 2 2049
346 1959 1302
347 2422 1726
348 170 664
349 48 2000
350 72 1578
351 1402 627
352 2397 2413
353 1049 891
354 1416 1909
355 2525 1450
356 1405 1600
357 663 532
358 1526 2272
359 1619 1880
360 1693 1520
361 1536 2490
362 1536 417
363 776 554
364 1691 1590
365 1848 912
366 601 1478
367 319 234
368 2593 813
369 1697 1250
370 235 2290
371 1435 1381
372 456 863
373 654 351
374 2378 74
375 1061 1603
376 523 726
377 559 201
378 891 1925
379 13 10
380 1804 1413
381 1943 1524
382 2138 1096
383 964 1011
384 1248 2257
385 2095 2063
386 2565 2539
387 1089 1951
388 2194 1940
389 2149 989
390 1714 2066
391 2065 2447
392 651 509
393 281 1502
394 993 1817
395 681 1509
396 469 1949
397 531 1103
398 40 1597
399 1579 709
400 16 707
401 907 1066
402 1065 1392
403 1661 236
404 2515 534
405 63 2312
406 312 977
407 1941 2472
408 297 1190
409 1389 820
410 622 1574
411 1328 514
412 2545 1907
413 1675 747
414 1831 371
415 1096 315
416 285 230
417 809 2442
418 1856 1710
419 145 1788
420 2216 2341
421 1150 1442
422 634 1554
423 2535 1610
424 68 1351
425 651 289
426 209 231
427 2558 2114
428 889 906
429 387 138
430 2294 301
431 393 2618
432 1848 451
433 521 2397
434 2302 1360
435 2047 2151
436 533 870
437 417 1880
438 1592 2153
439 2506 301
440 269 1703
441 139 627
442 1839 948
443 391 169
444 2445 2026
445 858 1425
446 521 492
447 1115 470
448 281 1912
449 191 2217
450 90 2262
451 1797 32
452 1637 2203
453 760 510
454 2459 51
455 1205 820
456 899 2543
457 590 2435
458 131 1857
459 2055 891
460 2044 1327
461 742 1396
462 2534 1594
463 1650 1659
464 1335 2008
465 1251 487
466 1164 89
467 2374 1252
468 281 275
469 1191 591
470 1574 595
471 1298 748
472 399 2385
473 254 953
474 1874 1339
475 2370 520
476 854 1022
477 1738 666
478 282 554
479 1078 1417
480 1342 375
481 1286 2202
482 1350 1096
483 882 1659
484 28 1591
485 786 61
486 223 121
487 900 2157
488 817 623
489 1288 452
490 1116 533
491 761 2335
492 2324 178
493 262 1024
494 1836 1028
495 1792 759
496 244 110
497 526 432
498 777 51
499 1721 229
500 1627 473
501 2525 1974
502 119 1781
503 1439 1023
504 1312 1437
505 672 1138
506 1416 827
507 1290 1082
508 446 1396
509 690 1519
510 2486 1681
511 1634 1174
512 1622 1200
513 1852 2551
514 1232 1015
515 2086 466
516 210 1232
517 1664 43
518 2012 2336
519 1123 1798
520 740 1985
521 1983 1837
522 1490 2494
523 2183 1091
524 751 291
525 859 1077
526 576 24
527 470 2146
528 2263 634
529 349 97
530 945 1762
531 1195 2397
532 1156 1196
533 2603 1032
534 1770 1413
535 1472 253
536 311 305
537 963 2514
538 1744 741
539 2354 2071
540 1900 2435
541 1287 1126
542 1307 349
543 1474 1011
