4510 4510
1 3376 2815
2 1867 2950
3 1626 4374
4 1694 4378
5 3441 116
6 1659 1124
7 3437 669
8 3806 1480
9 571 1478
10 227 31
11 4354 4054
12 3682 3742
13 1019 1627
14 2121 3020
15 1705 705
16 1526 3810
17 1097 770
18 3133 639
19 2543 4197
20 358 950
21 2996 3514
22 2629 2850
23 2481 1710
24 3455 1796
25 832 2297
26 4155 1059
27 3062 2998
28 1629 2011
29 147 2536
30 3191 414
31 4494 2901
32 220 4251
33 459 3744
34 3772 1162
35 4430 22
36 110 3225
37 40 3705
38 900 31
39 4046 2316
40 428 2197
41 548 2225
42 4166 849
43 1476 1041
44 2839 3561
45 4352 1447
46 1570 648
47 943 1372
48 2559 1963
49 856 4268
50 3384 2773
51 1486 2436
52 4440 2588
53 1549 925
54 3956 676
55 755 1872
56 4485 3871
57 1394 556
58 3662 3087
59 2434 261
60 241 4106
61 3752 1593
62 2376 1063
63 1793 1264
64 3976 3482
65 815 1776
66 3469 4377
67 1591 1700
68 4461 556
69 4253 2599
70 1021 197
71 2510 4380
72 960 658
73 1425 1659
74 123 4294
75 818 3762
76 3851 1033
77 2326 1064
78 295 2967
79 1094 1843
80 2256 2006
81 951 1978
82 796 1306
83 3757 1429
84 830 2439
85 1619 794
86 344 371
87 3153 1053
88 2485 1960
89 225 3565
90 3141 2843
91 685 3341
92 1372 664
93 434 1827
94 1208 1698
95 1785 3394
96 2331 3265
97 3408 933
98 3334 680
99 4469 2952
100 150 1126
101 3930 2869
102 3044 3629
103 1191 1253
104 584 2010
105 1296 2473
106 1934 1352
107 253 838
108 3581 1695
109 3273 2823
110 3874 3466
111 1251 3920
112 1552 4162
113 3114 2805
114 1708 337
115 2763 2913
116 1443 4431
117 2562 2939
118 1006 3118
119 1906 639
120 831 1579
121 16 1774
122 3264 701
123 288 1230
124 3453 4216
125 1009 3557
126 1123 4001
127 3653 1245
128 4414 598
129 2234 2387
130 4366 1165
131 2051 3489
132 3971 3522
133 2111 1110
134 2739 3773
135 513 403
136 934 721
137 4419 4225
138 425 1505
139 1426 3896
140 2026 409
141 2454 508
142 300 4197
143 3083 1125
144 2123 1287
145 230 2579
146 300 2310
147 3786 60
148 613 4209
149 880 1647
