3650 3650
1 3065 735
2 1274 2281
3 3114 2768
4 2442 1979
5 200 2048
6 3454 2338
7 540 3523
8 2047 3538
9 2803 3590
10 3431 682
11 2551 1796
12 1274 2658
13 1499 1003
14 1426 31
15 2213 2960
16 1093 71
17 2309 3229
18 3047 1417
19 700 3274
20 3010 2156
21 447 749
22 2909 123
23 3410 714
24 1713 3511
25 2406 1494
26 165 2669
27 2581 1395
28 3298 1778
29 1460 3054
30 1189 2567
31 3258 1842
32 230 2927
33 81 859
34 3549 1109
35 2903 122
36 1330 636
37 923 1339
38 3160 2586
39 572 1235
40 659 389
41 1507 1393
42 636 3373
43 2565 3011
44 1339 3562
45 125 3181
46 2520 2144
47 3377 2724
48 2837 3543
49 2694 1123
50 3155 1290
51 3511 2294
52 795 3143
53 353 1483
54 577 3015
55 2110 1030
56 668 913
57 2673 3534
58 2077 1111
59 656 1720
60 3514 2143
61 1553 798
62 684 3493
63 878 623
64 2853 2419
65 1994 176
66 3099 2472
67 1799 1991
68 141 3085
69 1077 2513
70 17 2573
71 1774 1408
72 2515 3155
73 1466 143
74 2668 2239
75 898 1370
76 2992 1233
77 2800 2307
78 2669 561
79 3367 2979
80 920 2499
81 827 1240
82 2070 2177
83 2525 105
84 1157 3530
85 1838 1383
86 3630 2921
87 2776 1418
88 2813 496
89 963 1542
90 1693 2582
91 1790 139
92 2884 3336
93 890 3012
94 2135 2720
95 2034 448
96 323 2036
97 2335 3408
98 3596 2156
99 1578 2726
100 1060 2852
101 1675 2364
102 74 2727
103 2698 1496
104 818 2949
105 474 3060
106 2946 2433
107 97 1001
108 1729 2454
109 197 1304
110 903 1588
111 1100 3409
112 21 1315
113 2246 1976
114 1034 922
115 410 2817
116 3605 1545
117 3242 1866
118 762 1241
119 1284 62
120 2407 1400
121 3177 3525
122 458 2422
123 1797 1506
124 1118 2248
125 1741 2560
126 1817 394
127 2885 1891
128 1779 3313
129 152 2626
130 3528 1299
131 2311 2192
132 838 2709
133 2111 3203
134 3619 1857
135 3599 574
136 1667 3534
137 1429 1041
138 153 268
139 434 348
140 1884 1361
141 2942 977
142 1608 2697
143 924 1914
144 2954 2417
145 3159 25
146 2913 3122
147 1697 403
148 2051 690
149 1119 2320
150 453 1328
151 2349 823
152 2709 1146
153 2401 1025
154 1762 1323
155 2250 1671
156 121 959
157 1270 1305
158 1601 1931
159 1454 14
160 3628 2431
161 9 2715
162 3000 3070
163 2204 2204
164 1418 3478
165 3317 1904
166 2102 472
167 2863 3476
168 1831 3240
169 2203 1036
170 2307 895
171 725 3457
172 2358 924
173 1545 516
174 411 2977
175 1839 1664
176 3368 2713
177 1558 920
178 1487 1887
179 1999 2786
180 3141 2845
181 1023 678
182 2343 849
183 1682 1965
184 1545 2687
185 888 2050
186 3647 1925
187 2530 1758
188 3252 3498
189 1666 2731
190 1411 260
191 1199 2774
192 572 924
193 709 2799
194 581 1224
195 1248 2626
196 3281 551
197 956 616
198 3194 866
199 746 1978
200 31 2264
201 2128 997
202 1039 713
203 1407 1474
204 348 2497
205 3065 728
206 1696 3384
207 730 642
208 507 1063
209 1198 1436
210 3514 2979
211 2114 3506
212 870 558
213 2996 3626
214 396 3074
215 429 3619
216 2093 3461
217 2591 1793
218 2122 1353
219 560 1432
220 1301 1321
221 91 1485
222 3119 796
223 3630 1582
224 3619 2110
225 3246 547
226 25 2497
227 1379 1460
228 1315 2051
229 3341 3594
230 1830 3467
231 3018 915
232 662 2666
233 2481 740
234 633 1221
235 1213 2091
236 2136 1998
237 1661 719
238 1010 3091
239 328 2099
240 2621 1840
241 70 3537
242 2694 2913
243 1306 1455
244 1882 2929
245 1971 1634
246 1553 2185
247 1684 398
248 2344 2608
249 2380 1043
250 2445 2000
251 3102 1733
252 1524 1944
253 2468 1132
254 2918 3603
255 1419 580
256 90 306
257 3020 2545
258 3306 727
259 2589 2385
260 2975 3450
261 2484 2118
262 2112 3515
263 2631 2930
264 2198 994
265 2838 1863
266 3507 2303
267 497 188
268 1107 777
269 741 1461
270 2817 3135
271 1249 285
272 1656 88
273 1764 185
274 1972 314
275 456 1124
276 173 2589
277 1474 1636
278 3344 1453
279 2944 3464
280 1824 1381
281 805 2210
282 709 1154
283 698 2245
284 1766 475
285 2226 3618
286 2760 3312
287 3377 2294
288 992 2479
289 699 2567
290 3393 2733
291 3166 3319
292 3147 1923
293 2967 280
294 2626 1439
295 1625 1989
296 1736 2713
297 663 534
298 2996 1974
299 1725 3376
300 3541 1890
301 1766 2061
302 2501 2606
303 2411 2021
304 2208 182
305 705 727
306 2428 2646
307 2395 1486
308 2471 1418
309 90 1316
310 1844 2277
311 3488 49
312 1930 2568
313 3522 2352
314 2171 1292
315 110 523
316 2064 858
317 1718 1641
318 2572 3635
319 2093 3567
320 1027 2863
321 2711 3633
322 2341 2351
323 3016 561
324 2315 77
325 535 393
326 257 3264
327 417 818
328 1562 884
329 2915 1920
330 1763 34
331 1601 2966
332 2988 2956
333 842 3408
334 959 2460
335 863 1638
336 3443 814
337 481 1691
338 3523 1154
339 703 3381
340 2604 2916
341 1425 146
342 1882 627
343 894 1316
344 2515 42
345 50 394
346 2841 3269
347 2913 3286
348 344 1689
349 1595 633
350 409 2854
351 2809 3192
352 171 1208
353 2508 3245
354 254 2587
355 429 3141
356 2420 2550
357 3419 2898
358 808 2118
359 963 439
360 2260 1136
361 3489 2187
362 278 1881
363 2592 2836
364 1998 3626
365 2999 876
366 1038 1870
367 2821 2388
368 2822 2710
369 2818 1557
370 2522 3382
371 1780 2052
372 2 1582
373 169 3193
374 3018 1553
375 1906 1877
376 1160 322
377 3590 611
378 759 2179
379 1268 870
380 212 3345
381 558 593
382 93 950
383 1602 1743
384 427 2699
385 2869 693
386 2920 1011
387 2694 59
388 213 1000
389 3631 2806
390 1081 460
391 3518 170
392 2467 3583
393 1797 2936
394 1124 16
395 1401 1598
396 1335 1436
397 776 2819
398 3471 1873
399 1768 2089
400 3077 996
401 438 587
402 2535 576
403 2939 2069
404 3340 997
405 258 2791
406 2946 1026
407 207 1864
408 1290 929
409 3415 1845
410 2886 2610
411 235 3646
412 3327 852
413 2990 3302
414 3248 3504
415 308 1664
416 1852 3435
417 813 862
418 3226 625
419 799 183
420 1530 66
421 2185 562
422 3313 2449
423 2901 871
424 2848 2987
425 2849 331
426 1283 3322
427 413 3295
428 3551 3256
429 3016 962
430 72 1477
431 105 425
432 1589 3612
433 2281 825
434 910 282
435 3443 2408
436 932 2959
437 3514 277
438 1309 527
439 2622 3191
440 648 1004
441 1939 1237
442 3529 3307
443 3008 1948
444 2179 1807
445 291 1623
446 2664 3197
447 2223 3448
448 2716 1218
449 2850 3040
450 3227 2733
451 1952 3541
452 2959 2190
453 1962 2125
454 736 2997
455 3098 1943
456 2039 3112
457 2490 3274
458 3339 731
459 144 2642
460 2275 3055
461 1930 3576
462 2689 1802
463 2346 2597
464 1170 2036
465 989 2453
466 675 960
467 358 94
468 1291 100
469 2843 2419
470 2935 3326
471 2915 2418
472 2495 1716
473 3036 1195
474 2512 1556
475 212 2498
476 2242 1234
477 413 986
478 131 2123
479 1720 2238
480 3077 3262
481 2350 999
482 3027 2956
483 874 917
484 3119 1144
485 489 640
486 2888 2778
487 2497 594
488 625 2371
489 1997 549
490 544 1291
491 2816 195
492 3625 320
493 2874 2385
494 3136 2020
495 3593 988
496 2852 641
497 1935 216
498 2911 2858
499 330 1566
500 276 1519
501 232 3337
502 168 3441
503 449 1379
504 1169 2288
505 1657 2511
506 1279 3403
507 2176 2932
508 3308 3163
509 2057 1309
510 2871 100
511 2258 2340
512 1370 3638
513 2010 1410
514 1114 2597
515 1122 2962
516 2165 3268
517 482 2065
518 2838 436
519 1270 3526
520 972 959
521 700 1054
522 2696 1071
523 1728 1538
524 1149 133
525 1792 1930
526 2230 2924
527 1061 552
528 2231 1853
529 1409 1759
530 3263 869
531 508 198
532 2749 3497
533 3185 2664
534 1570 575
535 182 203
536 3418 238
537 1756 376
538 3305 2404
539 3092 2668
540 3383 2456
541 2305 805
542 1726 2872
543 1778 2302
544 1138 2095
545 2745 1776
546 1325 926
547 984 704
548 2365 2002
549 3119 3196
550 2823 132
551 1620 648
552 16 774
553 123 957
554 3131 1736
555 2750 3578
556 1048 1818
557 226 1397
558 2734 199
559 883 1138
