2600 2600
1 430 2188
2 1858 327
3 229 2127
4 1655 1684
5 83 2257
6 1599 1743
7 235 1403
8 2425 599
9 1482 1036
10 600 1233
11 1760 326
12 1554 786
13 1037 637
14 1860 2398
15 440 387
16 572 872
17 1100 343
18 367 34
19 837 2310
20 2028 479
21 1210 83
22 368 584
23 2426 1204
24 1531 788
25 660 1397
26 2443 1691
27 2153 193
28 1552 485
29 45 1933
30 903 2110
31 86 263
32 1747 2493
33 588 1511
34 1881 350
35 1330 262
36 2259 2516
37 2403 1676
38 2424 1379
39 2265 622
40 1161 1277
41 2154 720
42 2207 27
43 2260 1654
44 251 1374
45 539 1922
46 2294 46
47 1736 2009
48 290 1099
49 876 1702
50 32 10
51 2261 412
52 380 1051
53 312 2422
54 1742 225
55 384 257
56 939 2553
57 2333 2453
58 339 1559
59 2113 1375
60 1860 1621
61 2135 1075
62 1871 741
63 13 2336
64 681 232
65 1052 1404
66 517 2088
67 2109 986
68 1575 732
69 654 80
70 2300 194
71 501 774
72 337 322
73 2509 1524
74 2049 1375
75 1735 2276
76 1067 1913
77 26 176
78 811 1594
79 1502 1157
80 520 2326
81 2549 1416
82 1326 454
83 2443 271
84 1509 390
85 2128 1059
86 369 853
87 1131 1292
88 779 1638
89 1097 438
90 1784 1005
91 1638 75
92 1281 1827
93 1076 1354
94 1955 214
95 810 470
96 1919 363
97 270 746
98 2157 2189
99 1686 747
100 892 1378
101 1068 2174
102 1189 412
103 776 2564
104 937 2582
105 1458 442
106 1352 2143
107 2328 918
108 1052 1892
109 460 1848
110 2005 609
111 834 813
112 2174 247
113 1864 818
114 200 2573
115 2423 1327
116 822 2368
117 1850 553
118 1264 381
119 2061 2268
120 1396 2249
121 423 1
122 1129 2487
123 1698 613
124 886 489
125 323 242
126 2467 2290
127 1861 2210
128 2598 4
129 1147 1265
130 1081 190
131 1494 2514
132 2241 384
133 259 1972
134 1898 2441
135 337 215
136 1058 1225
137 1833 2018
138 556 1507
139 1271 726
140 101 53
141 2552 1169
142 1844 275
143 540 1116
144 1749 1744
145 14 2565
146 2223 1591
147 1962 1740
148 1279 170
149 119 16
150 1396 640
151 812 1970
152 244 1580
153 936 877
154 1271 908
155 2516 291
156 1499 2439
157 444 1732
158 303 1714
159 1271 2347
160 2205 197
161 66 809
162 649 1569
163 1147 134
164 1711 1725
165 1861 548
166 1788 1202
167 1384 1199
168 2219 2171
169 483 106
170 1915 497
171 1740 964
172 2031 1086
173 2598 419
174 1782 2497
175 149 1415
176 156 1481
177 542 1762
178 1281 285
179 2099 1983
180 392 1298
181 957 377
182 579 1647
183 1506 1493
184 2333 1774
185 370 2514
186 192 788
187 397 1863
188 560 1323
189 1759 694
190 2512 245
191 2590 625
192 476 1197
193 427 1106
194 2406 664
195 1583 1239
196 300 1330
197 2489 253
198 34 734
199 629 1804
200 452 653
201 1766 1852
202 2239 1427
203 967 606
204 1536 598
205 2343 2166
206 2493 57
207 1003 1312
208 123 2168
209 1009 2096
210 344 1677
211 1562 214
212 1122 1042
213 1374 210
214 2551 528
215 2319 117
216 2022 1056
217 383 2048
218 2358 1199
219 1259 1600
220 1990 943
221 173 2154
222 2357 428
223 788 1204
224 1067 1940
225 183 1037
226 2447 891
227 850 1781
228 330 1645
229 2143 56
230 228 2229
231 272 2238
232 373 2054
233 468 79
234 151 624
235 65 2550
236 866 1214
237 682 891
238 232 1093
239 32 1725
240 1531 39
241 1821 240
242 2131 745
243 2423 1075
244 1476 2202
245 194 445
246 1927 437
247 105 2074
248 1184 536
249 814 496
250 1584 2494
251 1408 1223
252 628 1714
253 173 984
254 2182 1421
255 2016 2260
256 1114 1650
257 1700 265
258 748 1248
259 914 25
260 200 1696
261 1071 243
262 1546 2424
263 1194 2422
264 615 78
265 1485 1931
266 1291 1969
267 929 75
268 452 2172
269 1959 2257
270 335 988
271 2212 689
272 1906 1973
273 540 2480
274 2346 512
275 811 622
276 2350 1632
277 2223 1226
278 2443 2133
279 1338 1444
280 1978 1040
281 1752 1225
282 2335 112
283 531 98
284 2498 1700
285 759 1174
286 451 570
287 1779 1186
288 1138 832
289 332 1302
290 1205 985
291 1393 754
292 662 1330
293 1874 816
294 2380 2509
295 1426 995
296 1129 2174
297 95 233
298 115 756
299 1039 2309
300 975 898
301 902 248
302 1659 1647
303 1869 689
304 2162 1067
305 709 1322
306 574 2187
307 1932 1965
308 1753 1102
309 2119 2447
310 2348 968
311 273 892
312 44 2111
313 435 1619
314 2593 2205
315 1701 2051
316 873 1318
317 187 198
318 1613 1202
319 1027 1893
320 1410 773
321 510 2244
322 163 2237
323 1654 2232
324 653 107
325 2199 2062
326 339 1326
327 2384 2046
328 1579 1509
329 164 559
330 1232 331
331 724 964
332 265 799
333 2391 1560
334 706 21
335 1917 1327
336 362 1599
337 920 453
338 317 2560
339 845 626
340 1611 2131
341 1057 1118
342 177 1871
343 287 1265
344 1174 1974
345 585 1910
346 1624 46
347 437 1249
348 1240 1767
349 594 479
350 2563 126
351 962 741
352 882 2513
353 723 940
354 981 1652
355 1313 411
356 924 972
357 2046 1382
358 2150 1594
359 533 581
360 1917 2435
361 2171 2504
362 1697 1725
363 63 1001
364 36 1900
365 2187 178
366 502 1110
367 2379 385
368 1051 835
369 550 177
370 1698 1809
371 2259 748
372 1502 255
373 1494 2334
374 946 2257
375 298 1059
376 1544 1739
377 473 1051
378 1043 1785
379 2410 2013
380 7 1895
381 2299 1057
382 2013 668
383 472 571
384 2427 573
385 202 1717
386 539 2399
387 2338 324
388 2475 1420
389 632 630
390 1253 1122
391 1952 1722
392 1808 720
393 1148 1241
394 918 1514
395 952 2467
396 719 1871
397 1001 1765
398 2215 834
399 2535 602
400 1755 454
401 790 551
402 2482 357
403 1231 987
404 1785 1163
405 436 1039
406 1623 2390
407 2116 1122
408 2243 664
409 724 1873
410 115 1832
411 543 1645
412 1094 1334
413 2238 1757
414 1027 174
415 1291 878
416 2396 1191
417 2098 1887
418 2198 1125
419 178 1018
420 2426 1795
421 1587 2408
422 1776 564
423 1041 1508
424 2234 180
425 2240 2595
426 120 1763
427 1903 2522
428 931 1274
429 1361 2369
430 1067 2129
431 346 1327
432 1324 1352
433 520 1878
434 190 2013
435 906 1320
436 1005 1421
437 1909 761
438 2561 2286
439 2596 487
440 2582 1428
441 640 2296
442 454 1571
443 505 835
444 2477 501
445 2299 50
446 2486 1971
447 1237 2438
448 29 457
449 2550 1651
450 732 2566
451 2000 1293
452 746 625
453 497 235
454 2360 1362
